id,was_married,children,salary,sex,age,profession,home_cost,drive_info,happyness
861,1,4.0,41037326.37562699,1,82.0,Engineer,10096275.833605044,1.0,0.5507054512018291
862,1,3.0,2313378.318615803,0,21.0,Homemaker,10138431.221476294,,0.5197161468862039
863,1,6.0,205506395.55184323,1,13.0,Entertainment,10320899.090445423,,0.3992945630385695
864,1,3.0,2684207.307559563,0,21.0,Homemaker,10057150.017840745,,0.3707075542700236
865,1,9.0,102415445.80271071,1,99.0,Artist,10301072.964229526,,0.5263793056259085
866,1,1.0,13447046.697271412,1,9.0,Marketing,10169368.289519152,,0.3742721444421409
867,1,4.0,28915627.693928003,1,81.0,Engineer,10262474.687137052,,0.5600266247807811
868,1,6.0,202266434.0384398,1,14.0,Entertainment,10186408.497582937,1.0,0.5973825991239761
869,1,1.0,11841516.852086775,1,9.0,Marketing,10037121.762843192,,0.3762631165582308
870,0,2.0,286602585.9934614,1,32.0,Doctor,10222050.25913265,,0.6872838807913847
871,1,0.0,2671921.425837344,0,17.0,Healthcare,10255096.637078855,0.0,0.3171299264179764
872,0,1.0,162879849.7450081,0,10.0,Lawyer,10228693.250162728,,0.3294621721549022
873,1,2.0,176701404.30839962,1,32.0,Doctor,10295022.36721385,0.0,0.4447409386647407
874,1,3.0,2425203.4349580486,0,21.0,Homemaker,10190704.731037254,0.0,0.477369227914547
875,1,0.0,3181267.813251756,0,17.0,Healthcare,10012901.218827773,1.0,0.4260019963447621
876,1,9.0,104614198.76827434,1,99.0,Artist,10215229.579132348,1.0,0.7584552965736169
877,0,2.0,177694652.06180725,1,32.0,Doctor,10297231.869995968,,0.3566212324520083
878,1,9.0,174352924.00124052,1,100.0,Artist,10217103.089711089,1.0,0.4027967353934493
879,1,2.0,157504759.62528682,1,32.0,Doctor,10203271.56214739,,0.5687836702880099
880,1,1.0,12341818.652171524,1,9.0,Marketing,10132582.850011056,,0.4682109273044865
881,1,4.0,32665597.240845304,1,82.0,Engineer,10144512.851185756,1.0,0.5155415182699865
882,1,9.0,84486871.19425623,1,99.0,Artist,10095715.15295376,,0.7407403611944496
883,1,0.0,3011377.3148967586,0,17.0,Healthcare,10097546.148128586,,0.5908270509204292
884,1,0.0,32153837.642993502,1,3.0,Executive,10015783.829711376,,0.5489731206722903
885,1,1.0,14179503.952651987,1,9.0,Marketing,10053957.286100147,,0.4628289805061045
886,1,2.0,125350061.77470951,1,32.0,Doctor,10166438.515530122,,0.5839241235597242
887,1,1.0,11841326.14625343,1,9.0,Marketing,10203117.43968512,0.0,0.4677463108247917
888,1,1.0,10029127.457545027,1,9.0,Marketing,9999794.050666086,1.0,0.3021627576092704
889,0,2.0,205349667.48110825,1,32.0,Doctor,10362927.67895776,,0.5549120826739657
890,1,6.0,178828056.78572863,1,13.0,Entertainment,10241847.258404432,0.0,0.5958001858443552
891,1,3.0,2551272.2223008354,0,21.0,Homemaker,10210552.094369572,,0.6349926090581274
892,1,9.0,131337056.21990563,1,99.0,Artist,10265754.343137244,,0.7592606724708426
893,1,4.0,38492999.12015996,1,82.0,Engineer,10052104.189535609,1.0,0.557597059934067
894,1,9.0,115100890.26118685,1,100.0,Artist,10264974.094454892,,0.7119218778208176
895,1,4.0,55887371.17135226,1,82.0,Engineer,10003322.799243158,0.0,0.553236982983647
896,1,0.0,28335874.89774942,1,3.0,Executive,10098745.653277423,,0.4265030170762584
897,0,1.0,241165260.90508968,0,11.0,Lawyer,10173337.22776314,,0.314131821683921
898,1,0.0,31593018.34700356,1,3.0,Executive,9987933.161759475,,0.563813638705081
899,1,4.0,20643072.061080504,1,81.0,Engineer,10069718.850213062,,0.7133137024398797
900,1,2.0,119388263.48864907,1,32.0,Doctor,10220772.421164388,1.0,0.4665032933511377
901,0,1.0,124103388.6933447,0,11.0,Lawyer,10289273.363349706,0.0,0.4177333577613927
902,1,4.0,51353799.03427917,1,81.0,Engineer,10020797.202431362,1.0,0.4251248589329774
903,1,4.0,38640595.013754375,1,82.0,Engineer,10168894.19760692,0.0,0.6175239605120754
904,1,0.0,3756116.630348021,0,17.0,Healthcare,10229831.895964203,1.0,0.4566043856686914
905,0,1.0,180882798.14805698,0,10.0,Lawyer,10296608.37726535,,0.2237218726435594
906,1,1.0,10429057.871931901,1,9.0,Marketing,10118191.241187977,,0.4409762970746406
907,1,6.0,256749954.56504092,1,13.0,Entertainment,10215498.1448332,,0.5656773536680165
908,0,1.0,137752052.52791783,0,10.0,Lawyer,10194204.047100617,1.0,0.3930569258484382
909,1,3.0,2217331.0780089065,0,21.0,Homemaker,10001082.738262717,,0.390484963618191
910,1,4.0,38538231.00862611,1,82.0,Engineer,10170659.284759656,,0.6911606795891113
911,1,9.0,130864243.49304585,1,100.0,Artist,10265141.854045285,0.0,0.6373036867411188
912,1,3.0,2226597.69349893,0,21.0,Homemaker,10017714.996360382,,0.2615246752024919
913,1,1.0,11807489.420564385,1,9.0,Marketing,10004935.476408064,,0.3645793934538833
914,1,6.0,202115259.81854966,1,14.0,Entertainment,10323531.71005925,,0.4236018264407543
915,1,9.0,55403000.62280268,1,100.0,Artist,10355008.559956811,1.0,0.8231498285469119
916,1,4.0,40500570.26312893,1,81.0,Engineer,10247856.334307216,,0.6988355831797278
917,0,2.0,179225414.7882749,1,32.0,Doctor,10300718.981296826,,0.373761879269198
918,1,3.0,2202385.6961851013,0,21.0,Homemaker,10093103.91479135,1.0,0.4451753451868576
919,1,1.0,15061533.57956923,1,9.0,Marketing,10117534.82754894,1.0,0.3069552582377802
920,1,6.0,169817467.22285765,1,13.0,Entertainment,10266954.063061478,,0.4433530418114786
921,1,0.0,32226989.844489038,1,3.0,Executive,10191419.44767535,,0.4914379701720802
922,1,0.0,38487937.66083628,1,3.0,Executive,10126670.995892752,1.0,0.5224731583745253
923,1,4.0,41512351.238656536,1,82.0,Engineer,9971838.981950384,1.0,0.557943533001227
924,1,3.0,2530266.9220969914,0,21.0,Homemaker,10072029.608062953,,0.2318620947548875
925,1,3.0,2437158.4740656544,0,21.0,Homemaker,10135012.569557829,0.0,0.3525632831736013
926,0,2.0,207645042.89169633,1,32.0,Doctor,10182838.894991908,,0.5023621167806543
927,1,1.0,12450617.22463532,1,9.0,Marketing,10118790.106427532,,0.1606501177235875
928,1,6.0,179423363.80025688,1,14.0,Entertainment,10302671.219807224,,0.4568613482804101
929,1,3.0,2460402.3752860753,0,21.0,Homemaker,10223291.780156055,1.0,0.5904199952302631
930,1,0.0,3193274.388778436,0,17.0,Healthcare,10145963.656334434,,0.373020585705664
931,1,6.0,194694720.29649407,1,13.0,Entertainment,10369318.93652349,1.0,0.4803384195035167
932,1,6.0,110498412.69961461,1,13.0,Entertainment,10264438.793778105,,0.2023938918365075
933,1,0.0,32643562.293010198,1,3.0,Executive,10095658.657654746,,0.3083295676555226
934,1,0.0,30377526.59551296,1,3.0,Executive,10160775.82390274,,0.4139247153244036
935,1,4.0,40494496.61746239,1,82.0,Engineer,10255087.406924555,1.0,0.6607145573749325
936,1,2.0,214718794.72768152,1,32.0,Doctor,10444426.018289791,,0.3652372439332544
937,1,1.0,10611371.339583095,1,9.0,Marketing,10121477.958751312,,0.3961135086660544
938,1,4.0,35220560.69415161,1,82.0,Engineer,10074032.17678709,,0.7170611334609904
939,0,2.0,218132154.8931064,1,32.0,Doctor,10281044.9505001,1.0,0.4916118963577922
940,1,2.0,177631510.71700788,1,32.0,Doctor,10366667.793972405,,0.4772971837734082
941,1,0.0,3358863.4598905477,0,17.0,Healthcare,10073564.04741091,1.0,0.2120878712036795
942,1,2.0,181217350.8367316,1,32.0,Doctor,10396877.059979487,1.0,0.3619190847037673
943,1,0.0,3660092.977317141,0,17.0,Healthcare,10017829.518430827,,0.3854123016542201
944,1,0.0,3659140.907226282,0,17.0,Healthcare,10093889.96796347,,0.4682474620198685
945,0,1.0,150528067.8352706,0,10.0,Lawyer,10315640.744630016,,0.4498331544137629
946,1,1.0,12496748.311743854,1,9.0,Marketing,10106025.479068402,1.0,0.3974147667887666
947,0,2.0,163249383.61938927,1,32.0,Doctor,10225985.463549022,0.0,0.3976479081702571
948,1,4.0,39382033.339516655,1,81.0,Engineer,10319347.718728594,,0.760594536196695
949,1,4.0,30188451.374410175,1,82.0,Engineer,10084575.464669725,,0.654645247000921
950,1,3.0,1998265.9499295927,0,21.0,Homemaker,10077304.21429007,1.0,0.3968664075623297
951,0,2.0,194182429.34061822,1,32.0,Doctor,10250675.887529152,0.0,0.3942549425035848
952,1,3.0,1853313.6916230049,0,21.0,Homemaker,10024503.236564912,,0.442028331494084
953,0,1.0,156891728.81086728,0,10.0,Lawyer,10260988.112485638,,0.3298754339222013
954,1,9.0,127943788.96540777,1,99.0,Artist,10259696.877357049,0.0,0.6859902843474299
955,1,9.0,99776137.09502071,1,99.0,Artist,10258708.679144202,,0.6451840547303475
956,1,0.0,24956314.35505263,1,3.0,Executive,10078684.642674323,1.0,0.4360276728823432
957,1,0.0,3564701.6263939245,0,17.0,Healthcare,10036326.914337227,1.0,0.3236019661712105
958,1,6.0,148057192.9133623,1,13.0,Entertainment,10340671.087196788,,0.6205987482004586
959,1,9.0,144615909.46550432,1,99.0,Artist,10238412.201452488,,0.6325205308644417
960,1,3.0,2115550.8953961874,0,20.0,Homemaker,10177124.11841879,,0.5183064866255859
961,1,9.0,110061894.11038627,1,99.0,Artist,10166011.514977396,1.0,0.6045314442965817
962,1,1.0,11498879.074475363,1,9.0,Marketing,10102145.692142189,,0.1876785822420263
963,1,2.0,213239662.2933136,1,32.0,Doctor,10455297.586295066,,0.4411979789137304
964,1,3.0,1927540.5238938504,0,20.0,Homemaker,10077362.088420216,,0.5840473592196782
965,1,1.0,14160218.467367068,1,9.0,Marketing,10014113.27621692,,0.467088436393466
966,1,9.0,118955764.83324635,1,99.0,Artist,10402027.110659389,1.0,0.6846994484127535
967,1,1.0,12448615.977598872,1,9.0,Marketing,10166241.25046808,1.0,0.349962247174361
968,1,0.0,34001667.744463906,1,3.0,Executive,10103042.41311568,1.0,0.3368568054117367
969,1,9.0,115111626.34291779,1,100.0,Artist,10236376.281285042,1.0,0.7793464600056731
970,1,3.0,2207217.8080022903,0,21.0,Homemaker,10008887.313042471,,0.3069166281833003
971,1,1.0,11237786.794525208,1,9.0,Marketing,10171322.55615,,0.4990465278807754
972,1,3.0,2128950.029216468,0,21.0,Homemaker,9977922.386362424,1.0,0.3106383173478567
973,1,6.0,194299920.54035196,1,14.0,Entertainment,10191943.656916585,,0.4917574200406353
974,1,0.0,3496884.229494029,0,18.0,Healthcare,10052411.603880636,0.0,0.3450334275418719
975,1,1.0,11930926.60335052,1,9.0,Marketing,10058377.568179844,1.0,0.3588723514391834
976,1,6.0,168837055.93194866,1,13.0,Entertainment,10337279.05876068,1.0,0.5221551769675146
977,1,0.0,3911607.205440415,0,17.0,Healthcare,10158164.028525988,1.0,0.2475449723343925
978,1,4.0,49634150.960137665,1,82.0,Engineer,10000357.854274116,,0.6931468092062589
979,0,2.0,191129577.5043949,1,32.0,Doctor,10274052.132465277,,0.4325573065340239
980,1,6.0,225060388.86797103,1,13.0,Entertainment,10276423.67224817,,0.5826910367951647
981,1,9.0,92448586.72084118,1,100.0,Artist,10286444.834555134,,0.7729842138366142
982,1,2.0,182700148.10743567,1,32.0,Doctor,10399845.730526589,1.0,0.5860841849867154
983,1,0.0,30960489.134446062,1,3.0,Executive,10226983.513585052,1.0,0.2541813711478695
984,0,2.0,149238659.59404773,1,32.0,Doctor,10225541.165337764,,0.2405996441311837
985,1,3.0,2509537.780335209,0,21.0,Homemaker,10278864.091600116,,0.4781478195095928
986,1,4.0,41111691.6368691,1,82.0,Engineer,9972334.198254904,0.0,0.462576007374376
987,1,0.0,35643956.04573773,1,3.0,Executive,10090672.075940704,,0.3425338469786255
988,1,6.0,134805773.57169124,1,13.0,Entertainment,10216429.009452188,1.0,0.4967150204327128
989,1,3.0,2068194.693815601,0,21.0,Homemaker,10114093.232253838,,0.4888151649928539
990,1,6.0,195227228.1700186,1,14.0,Entertainment,10360283.341860684,1.0,0.4903818062614831
991,1,2.0,240210167.75649068,1,32.0,Doctor,10259254.197341695,1.0,0.4982267322691406
992,1,0.0,31479840.162679322,1,3.0,Executive,10113111.776695848,,0.4127515153020116
993,1,1.0,12825245.100220071,1,9.0,Marketing,9960356.058719842,1.0,0.3381798187070501
994,1,0.0,3102483.8691859967,0,18.0,Healthcare,10176539.744083634,,0.2687753431051863
995,1,3.0,2477042.762160295,0,20.0,Homemaker,10096101.928315409,1.0,0.4994362348850401
996,1,2.0,174785379.6319554,1,32.0,Doctor,10220736.232530693,,0.4698942747177653
997,1,9.0,85571032.95165284,1,100.0,Artist,10369663.64152992,1.0,0.7859681869995272
998,1,1.0,16602225.345385162,1,9.0,Marketing,10097156.12979548,,0.4983880872031148
999,1,1.0,14337082.503395626,1,9.0,Marketing,9959816.411959182,,0.4800393299277766
1000,1,2.0,207751009.39917752,1,32.0,Doctor,10207923.613330916,1.0,0.4517053756607573
1001,1,1.0,12003212.483906278,1,9.0,Marketing,10058106.46326,1.0,0.3019591497743977
1002,1,4.0,39370805.29680797,1,82.0,Engineer,10081001.735908316,,0.5098159643939678
1003,0,1.0,165639988.7005281,0,11.0,Lawyer,10287323.720136851,1.0,0.3315190952028288
1004,1,1.0,14935030.656778801,1,9.0,Marketing,10202289.703340096,,0.4541892868296728
1005,0,1.0,142996290.11486462,0,10.0,Lawyer,10171785.996459251,1.0,0.1642348886866327
1006,1,4.0,40524538.42138229,1,82.0,Engineer,10010192.632620389,1.0,0.6315683938592631
1007,1,3.0,2332857.6524100816,0,21.0,Homemaker,9925048.428615963,,0.3298618346749625
1008,0,1.0,170265158.89624804,0,10.0,Lawyer,10231335.02515972,1.0,0.3020264867494509
1009,1,9.0,117061290.95421635,1,99.0,Artist,10274917.597163618,,0.5842074054611988
1010,1,4.0,42881934.4775314,1,82.0,Engineer,10016759.373205664,,0.5431273545007946
1011,1,1.0,13052229.520929348,1,9.0,Marketing,10261379.350274617,1.0,0.3013654374831651
1012,1,3.0,2048806.7817931627,0,21.0,Homemaker,10023024.685200283,1.0,0.4974693164612114
1013,0,1.0,166301812.49253953,0,10.0,Lawyer,10202921.873398151,1.0,0.4308048006879371
1014,0,1.0,154813331.7886473,0,10.0,Lawyer,10340844.683134371,,0.277922885973712
1015,1,9.0,156331938.0924061,1,99.0,Artist,10213037.24545894,1.0,0.7321243335035958
1016,1,3.0,2316474.6322317924,0,20.0,Homemaker,10094599.714139229,1.0,0.5320114652365932
1017,1,0.0,32721612.791462943,1,3.0,Executive,9898554.75317324,1.0,0.4686796472338518
1018,1,3.0,2045941.2958767936,0,21.0,Homemaker,9978022.974401273,1.0,0.3076270557313383
1019,1,1.0,10074549.237913402,1,9.0,Marketing,10104628.275952611,1.0,0.4935824610534687
1020,1,0.0,3704525.5215066406,0,17.0,Healthcare,10050764.837648626,,0.256230246001552
1021,1,0.0,35548418.30951047,1,3.0,Executive,10108592.477653634,,0.3424739784182974
1022,1,0.0,30358935.1545523,1,3.0,Executive,10132634.8136919,1.0,0.4616633150885614
1023,1,3.0,2018752.7958421349,0,21.0,Homemaker,9974934.786821015,,0.3150774000579585
1024,1,3.0,2616098.854126113,0,21.0,Homemaker,10157621.183146898,,0.4661815760098283
1025,0,1.0,188351674.22044608,0,10.0,Lawyer,10279657.837538391,1.0,0.4084388516820337
1026,1,9.0,146232280.58641547,1,99.0,Artist,10325544.600841677,,0.7133658753481464
1027,1,6.0,152928557.1859207,1,13.0,Entertainment,10503143.799364964,,0.6493062395294017
1028,1,6.0,270606449.22508466,1,14.0,Entertainment,10305655.404250924,1.0,0.4769086414484922
1029,1,1.0,13261087.411203213,1,9.0,Marketing,9961334.46847658,1.0,0.2614206548566536
1030,1,0.0,3876673.699599956,0,17.0,Healthcare,10019404.66887117,1.0,0.2243650352473613
1031,1,6.0,296377336.15140915,1,14.0,Entertainment,10300800.471633242,,0.4344014280299499
1032,1,4.0,49614066.489980325,1,82.0,Engineer,10076120.339093758,,0.5381232435530899
1033,1,0.0,39890853.07554288,1,3.0,Executive,10066016.059578136,0.0,0.4190414528151824
1034,1,6.0,238342187.88727146,1,13.0,Entertainment,10285094.651916135,0.0,0.4591570462561083
1035,1,3.0,2653129.401050853,0,21.0,Homemaker,10122433.09037312,,0.2773962504671303
1036,1,1.0,10615567.868136069,1,9.0,Marketing,10127870.323376482,1.0,0.4274602932288498
1037,1,4.0,40779489.288574785,1,82.0,Engineer,10207303.09025495,1.0,0.6415922713283052
1038,1,1.0,15419860.388390435,1,9.0,Marketing,9979914.45627596,,0.4920598704084011
1039,0,1.0,195254413.21046522,0,11.0,Lawyer,10394560.05845946,1.0,0.3690623756398259
1040,1,1.0,8441472.247486714,1,9.0,Marketing,10135678.29237885,1.0,0.4885867133794074
1041,1,6.0,154903656.47085124,1,14.0,Entertainment,10328064.481091307,1.0,0.4639204406531652
1042,1,1.0,13322470.964157505,1,9.0,Marketing,10124973.202584242,1.0,0.2820162232529727
1043,1,3.0,2150329.6931443787,0,21.0,Homemaker,10126444.380491933,1.0,0.2606047257912339
1044,0,1.0,189663464.19718108,0,11.0,Lawyer,10415180.16159297,1.0,0.310506282576838
1045,1,0.0,45614837.63739363,1,3.0,Executive,10127111.654293772,1.0,0.3151015745746688
1046,0,2.0,197427739.37378147,1,32.0,Doctor,10267013.063132873,1.0,0.5553060275103071
1047,1,6.0,170272260.08729732,1,14.0,Entertainment,10382271.124702826,,0.3985222663187632
1048,1,0.0,36853845.79182113,1,3.0,Executive,10065860.154694436,0.0,0.4459345505700445
1049,1,4.0,45646677.05523731,1,81.0,Engineer,10216635.209588775,1.0,0.6698865981018012
1050,1,0.0,40377647.518498465,1,3.0,Executive,10113409.845808117,1.0,0.4705446891240175
1051,1,6.0,210492555.85202932,1,13.0,Entertainment,10360226.134444335,,0.4988900726827354
1052,1,0.0,22619626.060274802,1,3.0,Executive,10096309.73008882,,0.152676460954573
1053,1,0.0,27111859.322579853,1,3.0,Executive,10062461.832009548,,0.5066283765893853
1054,1,0.0,3699066.062016688,0,17.0,Healthcare,10149473.90335222,,0.5207418086791907
1055,1,0.0,3409355.6555554643,0,17.0,Healthcare,10045754.11128712,,0.2810047056855241
1056,1,9.0,89545150.0417559,1,100.0,Artist,10096160.492797134,1.0,0.4942311736253059
1057,1,9.0,97930955.18287297,1,100.0,Artist,10341688.045538057,1.0,0.589855685921473
1058,1,0.0,3198983.549091401,0,17.0,Healthcare,10124996.0966115,1.0,0.3681860302817016
1059,1,1.0,11406054.23281509,1,9.0,Marketing,10090488.841941386,,0.3667772162316727
1060,1,6.0,149969938.02135658,1,13.0,Entertainment,10236882.8393636,1.0,0.2951230024015613
1061,0,1.0,174321600.55664802,0,10.0,Lawyer,10452225.042297533,1.0,0.2154094493084372
1062,1,0.0,32218107.261009365,1,3.0,Executive,10089047.66195825,0.0,0.2344787050247131
1063,1,4.0,46240949.167725526,1,82.0,Engineer,10144579.006350923,1.0,0.4879877475159032
1064,1,9.0,135683167.32238582,1,99.0,Artist,10163625.738480316,1.0,0.8117077545599932
1065,1,0.0,2636721.8332681116,0,17.0,Healthcare,10100291.14194764,1.0,0.6738088016156003
1066,1,9.0,147001609.4290518,1,99.0,Artist,10274427.29359226,,0.4988908746265987
1067,1,0.0,3000209.816970752,0,17.0,Healthcare,10213036.30808541,,0.427199427665676
1068,0,1.0,183332504.40461573,0,10.0,Lawyer,10373059.26727708,,0.4124846870440813
1069,1,6.0,255343610.28688574,1,14.0,Entertainment,10402175.246504594,1.0,0.5250762364750309
1070,1,4.0,34449426.67293346,1,82.0,Engineer,10103176.643018562,,0.6055804120036936
1071,1,0.0,27815387.437898055,1,3.0,Executive,10144779.83019065,,0.3525586950265367
1072,1,9.0,169622021.94536355,1,100.0,Artist,10354411.93249875,1.0,0.6566773743316523
1073,1,9.0,109253375.84147705,1,100.0,Artist,10284595.731385613,1.0,0.6187549925966987
1074,1,0.0,3651088.3903892487,0,17.0,Healthcare,10044307.044843089,,0.2190829125082336
1075,0,1.0,128867962.34113987,0,11.0,Lawyer,10344119.943750536,0.0,0.2480559356925978
1076,1,3.0,2389219.258170766,0,21.0,Homemaker,10069098.425527329,,0.538225461183787
1077,1,0.0,22585995.773238927,1,3.0,Executive,10075095.197965052,,0.1746392817593408
1078,1,1.0,13451577.734072315,1,9.0,Marketing,9982050.385429244,,0.3514017739027611
1079,1,4.0,40093857.223321296,1,82.0,Engineer,10192015.784837017,1.0,0.4903442952485216
1080,0,1.0,162996643.3901154,0,10.0,Lawyer,10313588.629831536,,0.2654145650525783
1081,1,9.0,109337820.9518895,1,100.0,Artist,10305570.254723322,0.0,0.6188702780325883
1082,1,0.0,3329118.993462844,0,17.0,Healthcare,10233825.663828429,1.0,0.3116148870022158
1083,1,9.0,66718821.68189655,1,99.0,Artist,10328816.807143249,,0.5623620098266681
1084,1,0.0,3083146.8090308164,0,17.0,Healthcare,10190214.02274688,,0.395847153088595
1085,0,1.0,155901042.0203506,0,11.0,Lawyer,10232260.172189422,1.0,0.1310328435544067
1086,0,2.0,153891158.21677303,1,32.0,Doctor,10423520.720270997,1.0,0.2297287812462456
1087,1,9.0,84844782.29096708,1,99.0,Artist,10322198.694842668,1.0,0.7046730692599722
1088,0,1.0,140181236.55958757,0,10.0,Lawyer,10342699.220633583,1.0,0.3304306259236655
1089,1,0.0,34820726.177561045,1,3.0,Executive,10268601.820256785,,0.3119077304107402
1090,1,0.0,3686697.5552455112,0,17.0,Healthcare,9972814.979182089,,0.4350263182987025
1091,1,1.0,14857068.882354952,1,9.0,Marketing,10102496.69887557,,0.233596134973098
1092,1,2.0,134877484.42086288,1,32.0,Doctor,10288418.036706705,,0.5995347066940808
1093,1,9.0,99297822.12007244,1,99.0,Artist,10230101.654866742,1.0,0.7943602395083839
1094,1,3.0,2368571.390893312,0,20.0,Homemaker,10005830.187172208,,0.3965066181016127
1095,1,0.0,33647820.88929268,1,3.0,Executive,10111603.580020444,1.0,0.3454694087233274
1096,1,3.0,2216136.59545386,0,21.0,Homemaker,10175678.314433208,,0.2888738113749284
1097,1,0.0,38823385.51799027,1,3.0,Executive,10181044.661128292,1.0,0.4210549957841104
1098,1,9.0,194628372.77609488,1,100.0,Artist,10173995.23909829,0.0,0.8051595678799344
1099,1,6.0,166014710.96568644,1,13.0,Entertainment,10208945.820964923,1.0,0.3826719229143675
1100,1,0.0,33760510.80517801,1,3.0,Executive,10088851.218994532,1.0,0.520270771138994
1101,0,2.0,127592851.65241823,1,32.0,Doctor,10254871.629730152,0.0,0.5667498433897113
1102,0,1.0,131985926.72644758,0,11.0,Lawyer,10373178.171759795,,0.1375938453312508
1103,1,2.0,142204652.8654182,1,32.0,Doctor,10280914.730180286,1.0,0.5790139959586549
1104,1,3.0,2123829.4185602786,0,21.0,Homemaker,10084849.86724739,1.0,0.3687035295999524
1105,1,6.0,152048069.47438177,1,14.0,Entertainment,10408696.703617506,,0.498675743203789
1106,1,0.0,2823075.0094340155,0,17.0,Healthcare,10025057.327550292,1.0,0.3161439299199649
1107,1,0.0,3312486.7383689224,0,17.0,Healthcare,10151968.835527483,,0.3203703923514358
1108,1,1.0,11011898.447808145,1,9.0,Marketing,9918149.798000846,1.0,0.4234250457282424
1109,1,0.0,3035967.1657859,0,17.0,Healthcare,10059079.258268531,,0.3529229229973625
1110,1,0.0,35784226.96408672,1,3.0,Executive,10123384.95311945,1.0,0.4370695669045954
1111,1,3.0,2488615.3731290684,0,21.0,Homemaker,10040512.046440294,1.0,0.3670670663995076
1112,1,4.0,47361086.38222049,1,82.0,Engineer,10174482.3028459,1.0,0.8561443558146514
1113,1,6.0,230448818.731164,1,14.0,Entertainment,10185512.682004029,1.0,0.4795997065302909
1114,0,1.0,136652834.72249147,0,11.0,Lawyer,10218527.208718294,1.0,0.2101745338372845
1115,1,1.0,15214447.185038418,1,9.0,Marketing,10034986.236997437,,0.4760829269253513
1116,1,0.0,33547478.950436905,1,3.0,Executive,10152102.505533006,,0.5219454855745362
1117,1,0.0,38789098.552035354,1,3.0,Executive,10127267.050459746,,0.5592853293912694
1118,1,1.0,16043797.29043757,1,9.0,Marketing,10111383.406963237,1.0,0.3765601762642165
1119,1,9.0,94856009.44389282,1,99.0,Artist,10024463.591030303,,0.6358701361660499
1120,1,3.0,2114608.273071546,0,21.0,Homemaker,10041446.870199967,,0.6782343359121787
1121,1,4.0,50966036.90526522,1,81.0,Engineer,10184332.10148813,,0.73079462190915
1122,1,1.0,13878673.44457161,1,9.0,Marketing,10088327.265280033,,0.2524072910827142
1123,1,6.0,168347089.54096663,1,14.0,Entertainment,10366688.198784696,1.0,0.3687089268114423
1124,0,1.0,131996819.23868948,0,10.0,Lawyer,10334541.667561764,0.0,0.2932306205456195
1125,1,0.0,2690829.645285383,0,17.0,Healthcare,9894093.45389522,,0.4393719135232253
1126,1,6.0,274103785.9446685,1,13.0,Entertainment,10333122.728715869,,0.5637609635126604
1127,1,2.0,229325465.4395007,1,32.0,Doctor,10351887.614491524,0.0,0.586383225235808
1128,1,0.0,3200918.8630276322,0,17.0,Healthcare,10125141.499765627,1.0,0.4490577988743833
1129,0,2.0,158484228.37160024,1,32.0,Doctor,10488446.28971964,1.0,0.5758825349552495
1130,1,9.0,125625548.74794681,1,99.0,Artist,10082805.625114322,1.0,0.5190168296511954
1131,1,1.0,11685092.344752284,1,9.0,Marketing,10141823.0065753,1.0,0.395747973850926
1132,1,0.0,20892867.23622923,1,3.0,Executive,10131541.514394907,1.0,0.5457951934238872
1133,1,0.0,3143725.862513318,0,17.0,Healthcare,10105244.995213537,,0.4193061143238711
1134,1,0.0,3277015.6756173465,0,17.0,Healthcare,10059870.545171514,1.0,0.43287581110295
1135,0,1.0,174839760.47336486,0,10.0,Lawyer,10224313.845318174,,0.3617632380768807
1136,1,0.0,2597066.764009549,0,17.0,Healthcare,10202565.871436251,0.0,0.2670955961507932
1137,1,0.0,30762866.81219241,1,3.0,Executive,10250072.427782807,1.0,0.3472105841372825
1138,1,2.0,202246425.51791376,1,32.0,Doctor,10383648.30921116,,0.5992890222168796
1139,1,3.0,2282801.399780206,0,21.0,Homemaker,10111615.191665135,,0.4689219701853963
1140,1,4.0,29796817.432974458,1,82.0,Engineer,20321276.469467312,1.0,0.4422214740646752
1141,1,6.0,144824744.12932193,1,13.0,Entertainment,10364361.139155908,,0.3679069241312457
1142,1,9.0,88336392.51354374,1,99.0,Artist,10142752.153172592,,0.7264383051364642
1143,1,4.0,38933721.2559651,1,82.0,Engineer,10159726.077949774,1.0,0.6628336975945003
1144,1,0.0,42271270.61407756,1,3.0,Executive,10207206.418699885,,0.347261290541937
1145,0,1.0,230869630.35960668,0,11.0,Lawyer,10373503.96128052,1.0,0.5788114681400702
1146,1,0.0,3287573.1370521407,0,17.0,Healthcare,10166979.63879866,1.0,0.2563371662242373
1147,1,2.0,187499339.04013032,1,32.0,Doctor,10266232.18868314,0.0,0.5652105242293679
1148,1,0.0,3118141.9650976458,0,17.0,Healthcare,10109583.967268009,1.0,0.3958141962883362
1149,1,4.0,42722835.9864325,1,82.0,Engineer,10088812.514020404,1.0,0.6251438426588761
1150,0,2.0,175461590.90116456,1,32.0,Doctor,10301534.197527876,1.0,0.3770205612091113
1151,0,2.0,219615313.0854955,1,32.0,Doctor,10482442.703958506,1.0,0.4170752420141534
1152,1,3.0,2191971.7611896815,0,21.0,Homemaker,10154598.871098652,0.0,0.4947836304683988
1153,1,0.0,32929158.19559569,1,3.0,Executive,10153555.930925293,1.0,0.2069207470743693
1154,1,0.0,3508332.2650280953,0,17.0,Healthcare,10070606.320761178,1.0,0.2399792101541151
1155,1,0.0,40743960.07096661,1,3.0,Executive,10078361.612601085,1.0,0.3611520954805796
