,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,work_type,destroy_degree,work_duration,car_id,worker_id,sex,fix_date
793,793,793,35086,reparking,0.0,4,m13963562E,WX,0,2019-7-18 3:55
794,794,794,35087,reparking,0.0,7,P86362307q,VS,0,2019-11-28 4:55
795,795,795,35088,reparking,0.0,6,u16907319C,AH,1,2020-10-14 3:14
796,796,796,35089,reparking,0.0,9,x10430805f,XC,0,2019-9-10 22:49
797,797,797,35090,repair,6.8,57,z71654131y,QG,0,2019-1-6 20:58
798,798,798,35091,reparking,0.0,7,J22559152a,QP,0,2021-7-30 22:37
799,799,799,35092,reparking,0.0,5,i19014419C,EP,0,2019-3-16 4:40
800,800,800,39992,repair,4.2,34,Z21640888N,AD,1,2019-1-10 3:21
801,801,801,39993,reparking,0.0,17,J15244210Z,WD,0,2022-11-16 13:34
802,802,802,39994,reparking,0.0,5,i91600067A,DM,1,2019-12-10 2:23
803,803,803,39995,reparking,0.0,9,C72229940J,DN,1,2018-7-21 4:27
804,804,804,39996,reparking,0.0,15,B15425558p,RL,1,2019-8-2 11:0
805,805,805,39997,reparking,0.0,14,t53263450D,BK,0,2019-8-4 18:49
806,806,806,39998,reparking,0.0,8,O18917243I,BF,0,2019-12-1 21:40
807,807,807,39999,refuel,0.0,7,H17821257f,VM,1,2020-8-22 4:13
808,808,808,40000,repair,8.3,69,a41823930e,SF,0,2019-4-19 17:56
809,809,809,40001,refuel,0.0,11,a14231502T,PK,0,2019-11-10 19:20
810,810,810,40002,reparking,0.0,9,W16217358q,CB,1,2020-5-22 7:20
811,811,811,40003,reparking,0.0,7,A38569725K,IO,1,2020-9-5 4:19
812,812,812,40004,reparking,0.0,4,F16031202c,PK,1,2020-1-26 1:18
813,813,813,40005,reparking,0.0,9,n15570314X,LF,1,2020-8-4 21:35
814,814,814,40006,reparking,0.0,14,S18159473b,XK,0,2019-7-23 16:32
815,815,815,40007,reparking,0.0,15,l22245696z,PN,0,2020-12-7 12:32
816,816,816,40008,reparking,0.0,14,D16978575e,FD,0,2020-6-28 15:31
817,817,817,40009,reparking,0.0,11,x80002642q,KF,1,2018-3-19 20:2
818,818,818,40010,reparking,0.0,13,B21190735B,CP,0,2019-12-2 18:33
819,819,819,40011,repair,4.8,39,O94358151K,PX,1,2019-1-20 5:10
820,820,820,40012,reparking,0.0,8,e62534445C,VF,0,2021-9-13 5:49
821,821,821,40013,reparking,0.0,14,u18458685Y,AF,0,2020-9-20 12:27
822,822,822,40014,reparking,0.0,10,z11597106c,FB,1,2018-8-25 7:1
823,823,823,40015,refuel,0.0,9,k21965739e,HS,0,2019-3-18 6:27
824,824,824,40016,reparking,0.0,5,x58837153O,NV,0,2020-11-17 4:23
825,825,825,40017,reparking,0.0,18,G47342943f,SZ,1,2019-10-26 14:14
826,826,826,40018,reparking,0.0,10,O19264387t,AH,0,2020-3-6 19:51
827,827,827,40019,reparking,0.0,8,F19059946i,CW,1,2019-2-9 23:18
828,828,828,40020,reparking,0.0,15,r51754540Z,DG,0,2019-8-30 12:52
829,829,829,40021,reparking,0.0,12,A80759079M,IM,1,2019-3-12 19:40
830,830,830,40022,reparking,0.0,4,q94996107b,AS,0,2021-11-29 1:35
831,831,831,40023,repair,4.6,38,D21168709j,JS,1,2020-7-3 6:1
832,832,832,40024,reparking,0.0,10,F13324317X,VB,0,2019-8-26 7:49
833,833,833,40025,reparking,0.0,7,a24383432S,OJ,0,2020-3-19 23:15
834,834,834,40026,reparking,0.0,8,c71404784h,HO,0,2019-8-14 6:35
835,835,835,40027,reparking,0.0,16,M16195084T,AM,1,2018-2-12 13:20
836,836,836,40028,reparking,0.0,9,T21646410G,ZC,1,2020-7-1 23:18
837,837,837,40029,repair,5.2,40,a81162503f,UT,0,2019-12-2 7:49
838,838,838,40030,reparking,0.0,12,g21927975o,OW,1,2019-3-9 19:0
839,839,839,40031,refuel,0.0,3,C97329021k,QX,1,2020-3-8 1:14
840,840,840,40032,repair,5.2,46,I13549379V,XR,0,2019-6-21 4:35
841,841,841,40033,refuel,0.0,12,U14129401Z,VD,0,2019-10-20 20:30
842,842,842,40034,repair,4.4,38,V15317805t,PO,0,2019-8-3 3:50
843,843,843,40035,reparking,0.0,15,H75734034E,PC,1,2018-4-16 12:28
844,844,844,40036,refuel,0.0,13,J25880963A,QR,0,2020-6-11 11:58
845,845,845,40037,reparking,0.0,12,U39520556u,CZ,1,2018-11-2 9:13
846,846,846,40038,reparking,0.0,13,x15739910a,HO,0,2019-4-29 11:44
847,847,847,40039,reparking,0.0,17,Z21476194D,MP,0,2020-7-28 14:44
848,848,848,40040,repair,7.1,59,w12391717O,FO,1,2018-4-11 7:10
849,849,849,40041,reparking,0.0,8,n20316947U,LV,1,2018-1-12 5:34
850,850,850,40042,repair,5.1,37,y62871792F,LN,1,2020-9-28 10:13
851,851,851,40043,refuel_check,0.0,7,b15019916u,IG,1,2019-12-21 4:5
852,852,852,40044,repair,4.9,40,U10711419T,JM,1,2020-2-24 4:11
853,853,853,40045,reparking,0.0,5,R19153983O,KP,1,2020-5-9 1:7
854,854,854,40046,reparking,0.0,12,N10549589U,OY,1,2020-7-12 19:3
855,855,855,40047,reparking,0.0,9,T17258323F,NF,0,2019-12-1 21:58
856,856,856,40048,reparking,0.0,8,d90605125B,UL,0,2019-10-2 22:58
857,857,857,40049,reparking,0.0,9,J21389113X,MX,0,2019-12-9 21:42
858,858,858,40050,reparking,0.0,16,J89206681B,LC,0,2019-5-14 12:39
859,859,859,40051,refuel,0.0,2,D11898674k,EX,0,2019-8-9 0:48
860,860,860,40052,reparking,0.0,12,Q12081449W,NX,0,2021-12-15 9:41
861,861,861,40053,reparking,0.0,14,p13265436R,OD,1,2019-2-24 11:16
862,862,862,40054,reparking,0.0,14,u94278703K,BZ,1,2020-7-27 16:10
863,863,863,40055,repair,4.3,32,M11207935Y,LH,1,2019-6-12 22:15
864,864,864,40056,reparking,0.0,9,E85884187F,YB,1,2020-4-7 5:17
865,865,865,40057,refuel,0.0,15,M16942202w,WN,0,2019-5-1 16:39
866,866,866,40058,reparking,0.0,12,z15639936K,ZG,0,2021-10-25 17:43
867,867,867,40059,refuel,0.0,4,B93363649Z,LM,1,2019-6-29 0:21
868,868,868,40060,refuel,0.0,10,f22490453I,VX,1,2018-6-26 8:21
869,869,869,40061,refuel,0.0,7,j22621886P,UT,0,2020-2-20 22:32
870,870,870,40062,reparking,0.0,12,N93684873i,VF,1,2019-4-11 9:12
871,871,871,40063,reparking,0.0,14,N17457370J,JL,1,2020-6-26 12:8
872,872,872,40064,repair,7.4,60,h83193449d,QM,0,2021-10-19 17:54
873,873,873,40065,reparking,0.0,7,Q12049154i,OJ,0,2018-6-12 7:33
874,874,874,40066,repair,5.5,49,Z17275599T,WF,1,2020-4-21 2:5
875,875,875,40067,repair,7.0,54,I12161012I,XF,1,2020-1-13 17:6
876,876,876,40068,refuel,0.0,12,D48474630C,UG,1,2020-7-4 9:39
877,877,877,40069,repair,5.2,36,r89269408x,IG,1,2019-1-22 12:37
878,878,878,40070,reparking,0.0,8,K86750569e,GL,0,2019-6-2 22:42
879,879,879,40071,refuel,0.0,10,o11540629s,VX,0,2020-11-8 20:51
880,880,880,40072,refuel,0.0,10,S20543842X,NJ,0,2019-2-15 20:42
881,881,881,40073,reparking,0.0,13,k80786856l,GB,1,2020-1-9 19:20
882,882,882,40074,reparking,0.0,13,c20590315d,ZS,0,2019-3-28 19:37
883,883,883,40075,refuel,0.0,11,G13821834T,SD,1,2020-3-23 7:20
884,884,884,40076,reparking,0.0,3,g11560137d,PD,1,2019-9-15 0:21
885,885,885,40077,reparking,0.0,6,K11766813E,RD,1,2019-6-23 2:0
886,886,886,40078,reparking,0.0,5,d19214377Y,DB,1,2019-4-30 2:3
887,887,887,40079,reparking,0.0,1,r11156401h,QX,0,2019-11-27 0:23
888,888,888,40080,reparking,0.0,16,d88869649B,AK,1,2020-2-5 13:17
889,889,889,40081,reparking,0.0,11,Y19405099D,VZ,0,2019-7-13 10:53
890,890,890,40082,reparking,0.0,6,N58030401q,RZ,0,2019-12-21 1:53
891,891,891,40083,reparking,0.0,14,a92313727A,LR,1,2018-2-4 18:19
892,892,892,40084,reparking,0.0,8,D18115460t,UJ,1,2019-9-13 23:5
893,893,893,40085,reparking,0.0,14,m13963562E,MP,1,2019-2-17 11:15
894,894,894,40086,refuel,0.0,15,P86362307q,VH,0,2020-3-27 16:43
895,895,895,40087,refuel,0.0,10,u16907319C,AB,0,2019-6-24 20:27
896,896,896,40088,repair,7.0,58,x10430805f,SP,1,2019-5-11 7:19
897,897,897,40089,repair,4.7,29,z71654131y,UV,1,2020-3-10 13:24
898,898,898,40090,reparking,0.0,10,J22559152a,TK,0,2020-8-19 6:53
899,899,899,40091,refuel,0.0,4,i19014419C,ZH,0,2019-9-24 2:48
900,900,900,44991,reparking,0.0,13,Z21640888N,RL,0,2019-12-5 18:38
901,901,901,44992,reparking,0.0,7,J15244210Z,UW,0,2019-6-15 22:46
902,902,902,44993,repair,2.5,14,i91600067A,ZC,0,2019-8-14 6:22
903,903,903,44994,reparking,0.0,17,C72229940J,KG,0,2019-10-16 14:49
904,904,904,44995,reparking,0.0,4,B15425558p,BO,1,2020-10-13 2:34
905,905,905,44996,reparking,0.0,15,t53263450D,JB,1,2020-9-22 16:24
906,906,906,44997,reparking,0.0,11,O18917243I,OT,0,2020-9-30 18:45
907,907,907,44998,reparking,0.0,5,H17821257f,SB,1,2018-1-20 2:10
908,908,908,44999,reparking,0.0,2,a41823930e,VK,1,2020-5-29 0:14
909,909,909,45000,reparking,0.0,11,a14231502T,LF,1,2020-1-17 7:28
910,910,910,45001,repair,6.8,56,W16217358q,TT,1,2020-11-27 21:36
911,911,911,45002,reparking,0.0,15,A38569725K,MJ,0,2019-4-21 12:43
912,912,912,45003,reparking,0.0,8,F16031202c,DK,0,2019-8-13 7:27
913,913,913,45004,refuel,0.0,8,n15570314X,HH,0,2021-8-3 6:45
914,914,914,45005,refuel,0.0,15,S18159473b,PF,0,2019-8-28 14:59
915,915,915,45006,repair,4.9,45,l22245696z,QZ,1,2020-9-22 0:13
916,916,916,45007,reparking,0.0,13,D16978575e,CK,0,2019-2-18 11:30
917,917,917,45008,reparking,0.0,8,x80002642q,WS,0,2021-8-10 5:49
918,918,918,45009,reparking,0.0,11,B21190735B,HV,0,2019-7-13 20:27
919,919,919,45010,reparking,0.0,15,O94358151K,ON,1,2020-9-28 16:12
920,920,920,45011,reparking,0.0,8,e62534445C,FN,0,2021-7-14 6:41
921,921,921,45012,repair,4.0,33,u18458685Y,PB,0,2020-4-23 23:33
922,922,922,45013,reparking,0.0,11,z11597106c,TW,1,2020-4-5 6:1
923,923,923,45014,reparking,0.0,7,k21965739e,GC,0,2021-2-4 22:57
924,924,924,45015,reparking,0.0,2,x58837153O,QH,0,2020-3-29 0:54
925,925,925,45016,reparking,0.0,5,G47342943f,ZS,0,2021-11-26 22:37
926,926,926,45017,reparking,0.0,7,O19264387t,CW,1,2019-1-20 3:8
927,927,927,45018,reparking,0.0,17,F19059946i,OY,0,2021-11-16 13:29
928,928,928,45019,reparking,0.0,15,r51754540Z,RG,1,2018-12-16 10:1
929,929,929,45020,reparking,0.0,10,A80759079M,KF,0,2019-2-28 20:21
930,930,930,45021,repair,6.5,51,q94996107b,DM,1,2018-3-1 18:31
931,931,931,45022,refuel,0.0,9,D21168709j,HF,1,2020-4-14 23:14
932,932,932,45023,reparking,0.0,12,F13324317X,FR,1,2018-2-22 19:11
933,933,933,45024,repair,6.7,64,a24383432S,XZ,0,2021-4-12 0:59
934,934,934,45025,reparking,0.0,8,c71404784h,TV,1,2020-1-30 3:1
935,935,935,45026,reparking,0.0,2,M16195084T,VB,0,2021-7-14 0:37
936,936,936,45027,refuel,0.0,9,T21646410G,QD,0,2019-6-29 6:34
937,937,937,45028,reparking,0.0,9,a81162503f,NG,1,2020-3-8 6:30
938,938,938,45029,reparking,0.0,9,g21927975o,RZ,0,2021-7-28 7:54
939,939,939,45030,repair,5.3,44,C97329021k,NS,0,2019-10-16 8:57
940,940,940,45031,refuel_check,0.0,17,I13549379V,IF,1,2019-11-25 13:6
941,941,941,45032,reparking,0.0,14,U14129401Z,LM,1,2020-3-4 12:9
942,942,942,45033,reparking,0.0,6,V15317805t,KX,1,2019-2-23 2:15
943,943,943,45034,repair,6.2,53,H75734034E,LK,1,2019-1-22 23:4
944,944,944,45035,repair,4.5,36,J25880963A,NW,0,2021-7-17 7:38
945,945,945,45036,reparking,0.0,15,U39520556u,QL,1,2019-4-14 10:14
946,946,946,45037,reparking,0.0,10,x15739910a,PS,1,2018-9-26 8:4
947,947,947,45038,repair,4.3,35,Z21476194D,XT,1,2018-8-27 5:31
948,948,948,45039,reparking,0.0,2,w12391717O,SG,0,2019-10-28 0:53
949,949,949,45040,reparking,0.0,11,n20316947U,FC,1,2020-8-4 8:20
950,950,950,45041,reparking,0.0,12,y62871792F,LB,1,2019-6-29 9:3
951,951,951,45042,reparking,0.0,15,b15019916u,BG,0,2019-11-25 15:33
952,952,952,45043,repair,4.5,37,U10711419T,OC,1,2019-7-15 23:12
953,953,953,45044,refuel,0.0,8,R19153983O,XF,1,2020-4-29 6:20
954,954,954,45045,refuel,0.0,2,N10549589U,AP,1,2020-1-23 1:0
955,955,955,45046,repair,6.4,57,T17258323F,CZ,1,2019-12-23 2:6
956,956,956,45047,reparking,0.0,15,d90605125B,FJ,1,2020-1-23 15:27
957,957,957,45048,reparking,0.0,15,J21389113X,NZ,1,2020-2-9 10:21
958,958,958,45049,refuel,0.0,16,J89206681B,ND,0,2019-7-15 15:38
959,959,959,45050,reparking,0.0,7,D11898674k,WS,0,2019-9-4 4:36
960,960,960,45051,refuel,0.0,15,Q12081449W,OP,0,2019-11-30 12:47
961,961,961,45052,repair,3.5,18,p13265436R,SC,1,2019-1-24 11:30
962,962,962,45053,reparking,0.0,14,u94278703K,RP,1,2020-1-28 10:17
963,963,963,45054,reparking,0.0,9,M11207935Y,CO,1,2019-2-10 5:9
964,964,964,45055,reparking,0.0,7,E85884187F,TP,0,2019-6-3 23:51
965,965,965,45056,reparking,0.0,7,M16942202w,YK,0,2021-8-12 5:59
966,966,966,45057,refuel,0.0,10,z15639936K,XX,1,2020-9-3 6:29
967,967,967,45058,reparking,0.0,15,B93363649Z,PJ,0,2019-5-9 14:41
968,968,968,45059,repair,5.2,35,f22490453I,IJ,1,2018-7-6 13:24
969,969,969,45060,repair,6.0,49,j22621886P,WF,0,2021-11-30 20:49
970,970,970,45061,refuel,0.0,12,N93684873i,GH,0,2019-12-30 19:47
971,971,971,45062,repair,7.3,65,N17457370J,LJ,1,2020-6-24 3:45
972,972,972,45063,reparking,0.0,13,h83193449d,QG,0,2019-12-30 17:48
973,973,973,45064,reparking,0.0,13,Q12049154i,DB,1,2019-2-10 19:2
974,974,974,45065,reparking,0.0,16,Z17275599T,GW,1,2019-11-20 17:23
975,975,975,45066,reparking,0.0,7,I12161012I,HK,0,2020-10-1 5:58
976,976,976,45067,refuel,0.0,9,D48474630C,GS,0,2019-10-23 8:36
977,977,977,45068,reparking,0.0,18,r89269408x,TF,1,2020-11-25 14:32
978,978,978,45069,repair,4.0,31,K86750569e,NL,0,2019-3-6 21:31
979,979,979,45070,reparking,0.0,10,o11540629s,WB,1,2020-12-22 7:27
980,980,980,45071,repair,5.5,47,S20543842X,HY,1,2018-6-14 4:18
981,981,981,45072,repair,7.5,64,k80786856l,VH,1,2020-4-17 21:24
982,982,982,45073,reparking,0.0,9,c20590315d,UM,0,2020-9-4 8:48
983,983,983,45074,reparking,0.0,6,G13821834T,CP,1,2020-5-16 2:22
984,984,984,45075,repair,3.5,30,g11560137d,VT,1,2020-5-28 0:1
985,985,985,45076,repair,6.3,55,K11766813E,WJ,1,2020-12-8 1:24
986,986,986,45077,reparking,0.0,10,d19214377Y,LC,0,2019-12-13 7:37
987,987,987,45078,reparking,0.0,11,r11156401h,DL,1,2019-5-29 21:9
988,988,988,45079,reparking,0.0,13,d88869649B,JR,1,2019-6-3 18:7
989,989,989,45080,repair,6.2,57,Y19405099D,OL,1,2020-10-16 1:6
990,990,990,45081,repair,7.0,55,N58030401q,ZT,1,2020-10-3 18:0
991,991,991,45082,reparking,0.0,12,a92313727A,RK,1,2020-2-5 19:14
992,992,992,45083,reparking,0.0,13,D18115460t,KF,1,2020-4-18 18:9
993,993,993,45084,refuel,0.0,8,m13963562E,YD,0,2020-2-29 7:57
994,994,994,45085,reparking,0.0,3,P86362307q,QC,1,2018-11-11 1:22
995,995,995,45086,reparking,0.0,18,u16907319C,GJ,1,2020-8-2 14:11
996,996,996,45087,reparking,0.0,11,x10430805f,TR,0,2020-10-27 19:43
997,997,997,45088,refuel,0.0,10,z71654131y,EK,0,2020-12-13 7:56
998,998,998,45089,reparking,0.0,6,J22559152a,NR,1,2019-7-14 23:18
999,999,999,45090,reparking,0.0,15,i19014419C,GO,0,2019-5-12 13:27
1000,1000,1000,49990,refuel,0.0,11,Z21640888N,FC,0,2021-9-7 18:54
1001,1001,1001,49991,reparking,0.0,11,J15244210Z,KC,1,2018-3-15 17:5
1002,1002,1002,49992,reparking,0.0,7,i91600067A,YS,0,2019-5-14 23:37
1003,1003,1003,49993,reparking,0.0,9,C72229940J,WB,0,2020-10-19 23:38
1004,1004,1004,49994,reparking,0.0,5,B15425558p,TC,1,2019-1-5 3:25
1005,1005,1005,49995,reparking,0.0,9,t53263450D,GD,1,2020-4-23 22:1
1006,1006,1006,49996,repair,5.9,55,O18917243I,OG,1,2020-1-29 0:12
1007,1007,1007,49997,refuel,0.0,11,H17821257f,GF,0,2021-6-10 19:55
1008,1008,1008,49998,refuel,0.0,7,a41823930e,BM,0,2019-5-17 22:39
1009,1009,1009,49999,reparking,0.0,17,a14231502T,LM,0,2019-10-26 14:52
1010,1010,1010,50000,repair,5.1,36,W16217358q,CY,1,2019-3-29 12:1
1011,1011,1011,50001,reparking,0.0,12,A38569725K,NL,1,2020-8-27 9:15
1012,1012,1012,50002,reparking,0.0,11,F16031202c,CW,0,2019-9-6 19:56
1013,1013,1013,50003,reparking,0.0,5,n15570314X,OY,0,2019-6-3 5:42
1014,1014,1014,50004,reparking,0.0,15,S18159473b,YO,0,2020-11-16 16:55
1015,1015,1015,50005,refuel,0.0,16,l22245696z,SB,0,2019-12-23 15:53
1016,1016,1016,50006,reparking,0.0,13,D16978575e,MK,1,2020-2-8 19:0
1017,1017,1017,50007,reparking,0.0,4,x80002642q,LP,1,2020-12-1 0:12
1018,1018,1018,50008,reparking,0.0,6,B21190735B,QH,1,2020-6-5 23:6
1019,1019,1019,50009,repair,5.8,40,O94358151K,KK,1,2020-2-12 14:1
1020,1020,1020,50010,reparking,0.0,6,e62534445C,HD,0,2020-3-28 4:53
1021,1021,1021,50011,refuel,0.0,7,u18458685Y,HW,0,2019-10-4 7:25
1022,1022,1022,50012,reparking,0.0,7,z11597106c,WY,1,2018-9-6 6:8
1023,1023,1023,50013,reparking,0.0,12,k21965739e,YT,1,2019-5-30 19:31
1024,1024,1024,50014,reparking,0.0,13,x58837153O,KF,1,2018-2-25 19:10
1025,1025,1025,50015,reparking,0.0,14,G47342943f,MZ,0,2019-6-22 13:32
1026,1026,1026,50016,reparking,0.0,9,O19264387t,TH,0,2019-3-22 21:55
1027,1027,1027,50017,reparking,0.0,12,F19059946i,VS,1,2020-1-20 8:33
1028,1028,1028,50018,repair,3.5,23,r51754540Z,PN,1,2020-6-30 20:17
1029,1029,1029,50019,repair,6.7,50,A80759079M,YS,0,2020-8-30 14:59
1030,1030,1030,50020,reparking,0.0,14,q94996107b,HK,1,2020-7-1 12:2
1031,1031,1031,50021,reparking,0.0,8,D21168709j,FV,1,2019-6-14 23:5
1032,1032,1032,50022,reparking,0.0,13,F13324317X,SZ,1,2020-1-7 11:17
1033,1033,1033,50023,refuel,0.0,9,a24383432S,FK,0,2021-6-25 21:54
1034,1034,1034,50024,reparking,0.0,12,c71404784h,SP,0,2019-10-22 18:20
1035,1035,1035,50025,repair,5.7,40,M16195084T,PY,0,2020-2-28 14:52
1036,1036,1036,50026,reparking,0.0,16,T21646410G,KK,1,2019-3-26 12:14
1037,1037,1037,50027,reparking,0.0,12,a81162503f,FN,1,2019-12-24 10:33
1038,1038,1038,50028,reparking,0.0,15,g21927975o,ZT,0,2019-11-26 16:53
1039,1039,1039,50029,reparking,0.0,14,C97329021k,SK,1,2019-9-19 17:24
1040,1040,1040,50030,reparking,0.0,13,I13549379V,RY,1,2020-1-11 9:13
1041,1041,1041,50031,reparking,0.0,17,U14129401Z,XS,1,2019-8-3 14:29
1042,1042,1042,50032,refuel,0.0,7,V15317805t,LJ,0,2020-12-16 22:43
1043,1043,1043,50033,reparking,0.0,13,H75734034E,QH,1,2020-7-1 9:23
1044,1044,1044,50034,reparking,0.0,5,J25880963A,JD,1,2020-11-11 2:15
1045,1045,1045,50035,reparking,0.0,10,U39520556u,PL,0,2021-4-20 7:52
1046,1046,1046,50036,refuel,0.0,8,x15739910a,AT,0,2021-10-4 21:51
1047,1047,1047,50037,refuel,0.0,5,Z21476194D,BJ,0,2019-9-9 4:45
1048,1048,1048,50038,reparking,0.0,10,w12391717O,LX,0,2019-10-1 22:18
1049,1049,1049,50039,reparking,0.0,10,n20316947U,FG,1,2020-6-28 7:8
1050,1050,1050,50040,refuel,0.0,8,y62871792F,NT,0,2019-8-21 6:34
1051,1051,1051,50041,reparking,0.0,14,b15019916u,RB,0,2020-7-22 17:52
1052,1052,1052,50042,reparking,0.0,9,U10711419T,EW,1,2020-2-27 6:2
1053,1053,1053,50043,reparking,0.0,11,R19153983O,SH,0,2021-9-4 20:55
1054,1054,1054,50044,reparking,0.0,11,N10549589U,NS,1,2020-4-24 8:0
1055,1055,1055,50045,refuel,0.0,9,T17258323F,AO,0,2019-5-7 5:52
1056,1056,1056,50046,reparking,0.0,6,d90605125B,WM,1,2020-7-6 4:0
1057,1057,1057,50047,refuel,0.0,12,J21389113X,JX,0,2019-5-13 17:54
1058,1058,1058,50048,refuel_check,0.0,5,J89206681B,PX,1,2020-5-13 1:34
1059,1059,1059,50049,repair,5.1,40,D11898674k,HG,0,2020-11-28 19:51
1060,1060,1060,50050,reparking,0.0,17,Q12081449W,JR,1,2020-9-15 14:7
1061,1061,1061,50051,reparking,0.0,16,p13265436R,WY,1,2020-1-23 15:33
1062,1062,1062,50052,refuel,0.0,15,u94278703K,VW,0,2019-6-17 15:45
1063,1063,1063,50053,reparking,0.0,10,M11207935Y,ZW,1,2018-1-3 20:6
1064,1064,1064,50054,refuel,0.0,15,E85884187F,AX,0,2019-5-11 14:32
1065,1065,1065,50055,reparking,0.0,12,M16942202w,RW,1,2020-9-28 9:12
1066,1066,1066,50056,reparking,0.0,16,z15639936K,FO,0,2020-12-29 15:45
1067,1067,1067,50057,reparking,0.0,13,B93363649Z,ZW,1,2020-1-18 11:13
1068,1068,1068,50058,reparking,0.0,15,f22490453I,XO,0,2019-12-17 16:37
1069,1069,1069,50059,reparking,0.0,12,j22621886P,OD,1,2019-10-12 20:19
1070,1070,1070,50060,refuel,0.0,18,N93684873i,VK,1,2020-4-20 14:16
1071,1071,1071,50061,repair,6.2,47,N17457370J,GN,1,2019-6-17 11:33
1072,1072,1072,50062,refuel,0.0,16,h83193449d,QP,1,2018-4-3 13:1
1073,1073,1073,50063,repair,6.5,54,Q12049154i,PT,0,2021-11-14 8:44
1074,1074,1074,50064,refuel,0.0,3,Z17275599T,WY,1,2019-1-23 1:6
1075,1075,1075,50065,reparking,0.0,13,I12161012I,MV,1,2020-5-21 17:6
1076,1076,1076,50066,reparking,0.0,18,D48474630C,IO,1,2020-1-7 13:20
1077,1077,1077,50067,reparking,0.0,16,r89269408x,UG,0,2019-12-26 13:58
1078,1078,1078,50068,reparking,0.0,7,K86750569e,SM,0,2020-10-30 5:39
1079,1079,1079,50069,reparking,0.0,8,o11540629s,RZ,0,2021-7-12 23:52
1080,1080,1080,50070,reparking,0.0,10,S20543842X,KX,0,2019-4-27 9:44
1081,1081,1081,50071,reparking,0.0,14,k80786856l,BS,0,2019-9-17 13:45
1082,1082,1082,50072,reparking,0.0,16,c20590315d,DF,1,2020-11-25 16:7
1083,1083,1083,50073,repair,6.7,62,G13821834T,BL,0,2019-12-20 0:57
1084,1084,1084,50074,reparking,0.0,3,g11560137d,OH,0,2020-2-7 2:43
1085,1085,1085,50075,reparking,0.0,8,K11766813E,BO,1,2020-2-8 4:36
1086,1086,1086,50076,reparking,0.0,10,d19214377Y,AL,1,2020-1-20 21:12
1087,1087,1087,50077,reparking,0.0,4,r11156401h,SJ,0,2020-11-30 2:43
1088,1088,1088,50078,reparking,0.0,10,d88869649B,JR,0,2021-10-13 20:56
1089,1089,1089,50079,reparking,0.0,10,Y19405099D,EB,0,2021-5-22 21:30
1090,1090,1090,50080,refuel,0.0,16,N58030401q,VR,0,2019-1-9 14:53
1091,1091,1091,50081,refuel,0.0,9,a92313727A,SY,1,2019-1-22 4:27
1092,1092,1092,50082,reparking,0.0,8,D18115460t,RB,1,2020-6-23 5:7
1093,1093,1093,50083,reparking,0.0,14,m13963562E,GN,0,2019-3-1 13:28
1094,1094,1094,50084,reparking,0.0,7,P86362307q,UP,1,2020-3-24 3:3
1095,1095,1095,50085,repair,7.4,62,u16907319C,MJ,0,2019-2-9 8:42
1096,1096,1096,50086,repair,7.5,63,x10430805f,SW,0,2021-7-22 20:59
1097,1097,1097,50087,reparking,0.0,12,z71654131y,HO,0,2019-9-5 11:47
1098,1098,1098,50088,reparking,0.0,14,J22559152a,EL,1,2020-8-28 12:2
1099,1099,1099,50089,reparking,0.0,11,i19014419C,IJ,0,2019-2-14 19:53
1100,1100,1100,54989,repair,6.9,57,Z21640888N,AP,1,2020-6-4 8:5
1101,1101,1101,54990,refuel,0.0,14,J15244210Z,UT,0,2019-12-19 17:45
1102,1102,1102,54991,refuel,0.0,16,i91600067A,OL,1,2020-11-14 15:5
1103,1103,1103,54992,reparking,0.0,6,C72229940J,HK,0,2019-12-16 5:27
1104,1104,1104,54993,reparking,0.0,11,B15425558p,QP,1,2020-3-8 10:1
1105,1105,1105,54994,reparking,0.0,9,t53263450D,IW,1,2020-5-26 21:6
1106,1106,1106,54995,repair,5.8,47,O18917243I,VY,1,2020-10-10 22:34
1107,1107,1107,54996,reparking,0.0,2,H17821257f,TX,1,2019-12-28 0:4
1108,1108,1108,54997,reparking,0.0,8,a41823930e,EV,0,2019-8-17 6:47
1109,1109,1109,54998,repair,5.2,36,a14231502T,YW,1,2020-12-3 15:14
1110,1110,1110,54999,reparking,0.0,15,W16217358q,GO,0,2019-1-2 14:50
1111,1111,1111,55000,reparking,0.0,8,A38569725K,QH,1,2020-2-22 21:17
1112,1112,1112,55001,reparking,0.0,16,F16031202c,XJ,1,2020-7-14 14:25
1113,1113,1113,55002,reparking,0.0,13,n15570314X,UF,0,2020-4-19 17:50
1114,1114,1114,55003,refuel,0.0,3,S18159473b,EM,0,2021-12-9 2:49
1115,1115,1115,55004,reparking,0.0,7,l22245696z,LV,0,2021-6-12 23:48
1116,1116,1116,55005,refuel,0.0,10,D16978575e,UN,0,2020-7-21 8:53
1117,1117,1117,55006,refuel,0.0,15,x80002642q,LN,1,2018-3-21 11:23
1118,1118,1118,55007,reparking,0.0,14,B21190735B,DK,0,2020-11-7 13:35
1119,1119,1119,55008,refuel,0.0,14,O94358151K,UP,0,2021-5-5 16:57
1120,1120,1120,55009,reparking,0.0,12,e62534445C,LB,1,2020-4-27 20:20
1121,1121,1121,55010,repair,5.2,39,u18458685Y,KM,1,2020-3-10 10:28
1122,1122,1122,55011,reparking,0.0,3,z11597106c,RB,1,2020-1-17 0:16
