car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class,mean_rating,distance_sum,rating_min,speed_max,user_ride_quality_median,deviation_normal_count,user_uniq
N-1293747R,Nissan Qashqai,standart,petrol,6.06,2015,88345,2018,49.86,engine_ignition,4.285977011494253,24285158.665047582,0.1,189.1953774676997,6.115593267801513,174,172
H-1213278K,Skoda Rapid,economy,petrol,6.4,2016,90556,2016,62.34,another_bug,4.918793103448276,15826062.18039409,0.1,199.2441297219764,-9.987676502855503,174,172
k-1284276t,Smart ForTwo,economy,petrol,4.48,2015,91189,2015,36.05,electro_bug,4.216609195402299,16903716.422258433,0.0,197.3488342214413,0.6495237475001585,174,174
w-4839718z,Kia Sportage,standart,petrol,5.02,2012,21317,2016,37.81,engine_fuel,4.379482758620689,6361113.57940799,0.1,170.57117084233872,-8.421171512479662,174,173
L11781730e,VW Polo,economy,petrol,4.18,2012,22042,2017,56.99,engine_ignition,3.7298850574712645,10043635.907363467,0.1,165.00775719347448,-11.633186202330677,174,170
X25302782p,BMW 320i,business,petrol,4.12,2015,74560,2019,62.47,engine_ignition,4.0987356321839075,11857690.979475666,0.1,182.0728098208202,-8.308051869142478,174,174
l-4285389z,Smart ForTwo,economy,petrol,4.28,2016,97182,2020,28.93,engine_fuel,4.155229885057471,15908681.967812747,0.1,163.80455662938178,22.57094409332813,174,172
A-2110919g,VW Polo VI,economy,petrol,5.66,2012,21887,2019,55.13,another_bug,4.607586206896552,28557209.108558238,0.1,195.37542113118155,5.346422717544019,174,173
B28690472s,VW Polo,economy,petrol,3.48,2015,81638,2022,59.2,engine_check,4.500632183908046,12355182.57307425,0.1,152.0,-13.815344140887651,174,173
b-2278301E,Renault Kaptur,standart,petrol,5.32,2012,24009,2019,51.36,engine_check,4.666666666666667,11149662.707185956,0.1,156.37745626871373,-5.326569555894741,174,169
n-9660895o,Hyundai Solaris,economy,petrol,4.72,2015,83903,2018,49.54,engine_check,4.344080459770115,11056347.994629547,0.1,158.0,-11.203004975920082,174,172
I92805218s,Kia Sportage,standart,petrol,4.66,2015,78572,2020,97.99,another_bug,4.75,11368116.326397762,0.1,194.6187935826929,1.0861699922270645,174,170
F14265516N,Kia Rio X-line,economy,petrol,3.34,2011,2287,2020,51.62,engine_check,4.661494252873563,9803902.349194149,0.1,171.70381037049765,10.419468999403852,174,164
J38284226P,Volkswagen ID.4 ,premium,electro,4.42,2017,119926,2018,60.5,engine_fuel,4.3148275862068965,10119861.917024255,0.1,172.73287272790034,-15.104769027641982,174,148
f11975477T,Kia Rio X-line,economy,petrol,3.58,2011,3653,2017,59.33,engine_ignition,4.074080459770115,7795847.825177539,0.1,186.740352204099,14.450853470314048,174,173
p71128508c,Kia Rio X-line,economy,petrol,5.08,2014,60071,2016,40.22,engine_fuel,4.269252873563219,13766708.69376558,0.1,172.9839570923501,18.56329817074768,174,173
T19870933B,Renault Sandero,standart,petrol,3.86,2014,67318,2021,72.5,another_bug,4.465172413793104,23513597.860885944,0.1,200.0,0.04495581763379965,174,170
L-2146603e,Smart ForTwo,economy,petrol,4.76,2014,60852,2022,55.92,engine_overheat,4.214137931034482,13946546.468317857,0.1,179.1288217135436,-3.120805388189825,174,174
G13349292r,Kia Rio X-line,economy,petrol,4.58,2011,4370,2020,26.23,engine_overheat,4.027298850574713,11690199.610810831,0.1,191.6489375877553,-25.234314945309432,174,172
c-4737890p,Renault Kaptur,standart,petrol,5.3,2014,62595,2017,40.95,gear_stick,4.656551724137931,12507638.731492521,0.1,109.06056841205516,2.394953147173233,174,171
S15627573c,Kia Sportage,standart,petrol,4.16,2013,41205,2015,66.52,another_bug,4.726264367816092,10444605.26021641,0.1,200.0,0.660174861097446,174,173
X83844922n,VW Polo,economy,petrol,4.44,2013,37310,2020,64.61,another_bug,4.813103448275863,15886861.702634428,0.1,200.0,-0.3651759891909573,174,174
y19652944A,Smart ForFour,economy,petrol,1.92,2015,80035,2015,52.95,engine_ignition,3.9720114942528735,12433751.443794826,0.1,188.6342478248028,6.832895660815093,174,172
N-4842662w,Kia Rio X-line,economy,petrol,4.92,2014,62517,2015,29.18,wheel_shake,4.673275862068965,20587019.391932983,0.1,152.92374625779271,-13.514321686213364,174,172
W-1949796N,Nissan Qashqai,standart,petrol,4.12,2013,43877,2016,30.77,engine_overheat,4.031724137931034,11810472.703178618,0.1,187.0,-2.0317754317330072,174,172
u71964968t,Audi A3,premium,petrol,4.3,2017,110826,2019,87.17,another_bug,4.777068965517242,11477297.679844668,0.1,167.0,8.585451216815265,174,171
D46039134C,VW Polo VI,economy,petrol,3.78,2013,41639,2019,41.67,engine_fuel,4.128218390804597,11980600.422972957,0.1,156.96959240699147,15.288786968181537,174,171
F11676889s,Kia Rio,economy,petrol,3.6,2013,37417,2019,67.55,engine_ignition,4.319540229885058,8607413.12666148,0.1,185.67768456006792,0.7424651863690018,174,173
R-6844153a,Skoda Rapid,economy,petrol,3.72,2014,60084,2022,24.56,break_bug,5.391264367816092,12168376.322567495,0.1,119.15798030824854,-10.282540725140652,174,173
n95681185i,Kia Rio X,economy,petrol,4.34,2011,2244,2018,31.11,electro_bug,4.161781609195402,15479616.70412145,0.0,200.0,-26.124914452717867,174,173
y53052788O,Renault Kaptur,standart,petrol,4.76,2014,61702,2015,56.65,another_bug,4.517471264367816,11693604.068851566,0.51,198.0,3.0449645140942403,174,173
e17156131L,Smart ForFour,economy,petrol,2.84,2017,115934,2016,37.83,gear_stick,4.303045977011494,16508518.397984102,0.1,110.2657405334196,-6.523425557569623,174,173
I20900258y,Smart ForTwo,economy,petrol,3.8,2014,61049,2019,28.12,engine_overheat,4.137298850574712,22255681.69801899,0.1,197.7767277334353,10.495467311030698,174,171
o87681914x,Nissan Qashqai,standart,petrol,4.7,2015,88268,2018,64.62,another_bug,4.615459770114943,12061155.325090878,0.1,200.0,-5.766966391262004,174,172
Q-5554551x,Renault Kaptur,standart,petrol,5.1,2015,87129,2019,54.61,engine_ignition,4.088045977011495,16459646.221778,0.1,189.06519102776383,5.243972499715658,174,173
l-1607581F,Smart ForTwo,economy,petrol,3.8,2014,56704,2014,42.08,engine_fuel,4.221379310344828,16058250.938362703,0.1,182.8495399292202,11.13646470295765,174,173
a-9339461G,Nissan Qashqai,standart,petrol,5.0,2013,47895,2020,26.45,break_bug,5.416264367816092,8241236.718811385,0.1,107.97792849490942,13.260983637176391,174,174
n28625799A,Kia Sportage,standart,petrol,3.48,2015,83053,2018,36.77,engine_overheat,3.9129885057471263,10280142.481098078,0.1,177.0,-10.181243863135144,174,173
N21890923Q,VW Polo,economy,petrol,4.64,2015,81467,2016,66.62,another_bug,4.4639655172413795,9561168.413546633,0.1,200.0,-6.13163504914985,174,165
g-1957069S,VW Polo,economy,petrol,6.04,2014,64332,2019,53.71,engine_check,4.770977011494253,10083496.312127082,1.07,161.0,24.057577330581726,174,174
e-5741942D,Kia Rio,economy,petrol,5.32,2014,60223,2016,54.55,engine_ignition,4.315344827586207,15257080.255438067,0.1,190.9910571353205,18.20155998480693,174,173
y12023699E,Renault Sandero,standart,petrol,5.28,2013,46366,2021,31.07,gear_stick,4.410172413793103,12200994.417094342,0.1,113.63634728881692,9.400360785687257,174,173
Y-8852975t,Nissan Qashqai,standart,petrol,4.3,2015,72969,2017,60.4,engine_ignition,4.3839080459770114,6900337.90873379,0.1,173.38933526851903,0.5185911678266291,174,171
L-2247718T,Kia Rio X-line,economy,petrol,5.6,2013,38818,2015,27.9,break_bug,5.424137931034482,7754367.261441537,0.1,118.75772685687924,6.470289055695967,174,173
N19589603r,Skoda Rapid,economy,petrol,5.16,2015,93909,2017,33.63,break_bug,5.240919540229885,12470920.559415694,0.1,117.36233481360144,-11.40159988631509,174,174
d37118079d,Skoda Rapid,economy,petrol,3.78,2014,64189,2019,31.93,wheel_shake,4.792356321839081,12750978.367499394,0.1,154.02200502555846,-6.937218938013112,174,168
s47589001I,VW Tiguan,economy,petrol,3.26,2017,127367,2018,33.38,electro_bug,4.463390804597701,20967436.229356933,0.0,173.94324748871009,-6.993691167231336,174,173
y-1806571O,Smart ForTwo,economy,petrol,5.24,2015,86243,2016,37.29,engine_fuel,3.7504597701149427,18974260.36137042,0.1,171.1905765088318,-2.442438020513761,174,171
L16050992t,Kia Rio X-line,economy,petrol,4.02,2015,86652,2021,56.94,engine_ignition,4.097701149425287,6633795.891265305,0.1,197.15690117158616,8.371230507863196,174,174
m-4274263Z,Kia Sportage,standart,petrol,3.96,2013,46605,2018,40.68,engine_check,4.618160919540229,11631330.627646951,0.1,155.0,1.4538975893631712,174,173
s33927254Y,VW Polo,economy,petrol,1.88,2015,81699,2019,26.22,break_bug,5.263505747126437,12629137.296343222,0.73,116.15033973512249,-11.153828153286305,174,173
g19494953p,Audi A3,premium,petrol,4.3,2013,43597,2020,33.38,engine_fuel,4.1722413793103446,15738911.247939564,0.1,175.00337229479456,16.848014521977326,174,173
Y-4198316J,VW Tiguan,economy,petrol,4.86,2014,59714,2020,70.34,engine_ignition,3.805574712643678,18601583.847475342,0.1,193.39419605288813,-3.652280867197652,174,174
a-7282370E,Renault Kaptur,standart,petrol,4.62,2012,21622,2018,25.72,engine_overheat,4.15080459770115,22044056.964308653,0.1,182.3255090523394,21.998740796521112,174,173
z16068145k,Mercedes-Benz GLC,business,petrol,2.82,2015,87593,2019,32.94,electro_bug,4.313218390804598,19198005.768079393,0.0,200.0,27.727259249916962,174,171
d-4629986a,Kia Rio,economy,petrol,4.8,2015,85769,2021,53.01,engine_ignition,3.8571839080459767,20994311.98624394,0.1,198.57190004347336,0.726883965612431,174,174
Q35379022F,Hyundai Solaris,economy,petrol,3.7,2012,21365,2016,32.78,electro_bug,4.122988505747126,14401499.029655281,0.0,197.95037026103668,-9.626144983212173,174,172
r10613305A,Kia Rio X,economy,petrol,3.76,2014,55649,2018,28.96,gear_stick,4.490689655172414,7908172.981875662,0.25,102.57927239687857,2.8540910013141167,174,170
N23006473B,Hyundai Solaris,economy,petrol,4.54,2014,61802,2015,34.43,gear_stick,4.485574712643678,14798906.824084152,0.1,112.35590500231446,5.5201200543792535,174,171
m-2019578o,VW Tiguan,economy,petrol,6.94,2013,45127,2019,67.84,another_bug,4.848850574712644,19555899.349587224,0.1,189.52067864955063,-0.0602497032726714,174,173
W86413939q,Smart ForFour,economy,petrol,3.86,2017,117893,2018,35.54,wheel_shake,4.493850574712644,16345491.517061131,0.1,163.54118030806595,-1.866751890662349,174,172
o-1093440v,MINI CooperSE,business,electro,5.14,2011,447,2018,51.96,engine_overheat,3.901609195402299,9142449.721886251,0.1,195.0,-28.284490362949057,174,173
S-1468454C,Kia Rio,economy,petrol,4.78,2012,21367,2018,30.19,break_bug,5.2651724137931035,11949555.40447972,0.1,115.3056298964228,6.449155877233482,174,172
b-1081111P,Hyundai Solaris,economy,petrol,5.28,2011,3457,2017,34.85,engine_overheat,4.006609195402299,15163484.151391253,0.1,183.9522662309155,-9.40114496385506,174,170
H10062346p,Mercedes-Benz GLC,business,petrol,3.4,2013,42671,2020,61.65,engine_overheat,4.177816091954023,8947959.861768516,0.1,198.66357296673664,-0.0098672907577912,174,168
N-5708757B,Kia Rio X-line,economy,petrol,4.82,2013,44278,2018,36.8,engine_overheat,4.094080459770115,14512810.201849937,0.1,160.5689767559091,6.3066531643434125,174,174
b-7098808D,Hyundai Solaris,economy,petrol,5.08,2014,63452,2022,31.76,wheel_shake,4.636666666666667,11729819.112571873,0.1,119.0,0.7855304688239606,174,171
M-4627743Y,Renault Kaptur,standart,petrol,4.74,2014,69685,2018,34.98,break_bug,5.515402298850574,15109986.805564897,1.5,126.88156509738288,-0.6003308301616812,174,173
s-1392305F,Kia Rio X,economy,petrol,6.22,2015,96364,2016,40.25,gear_stick,4.5664942528735635,13481019.953740314,0.1,109.38343955827206,-1.779618837344946,174,172
z67141488o,Hyundai Solaris,economy,petrol,3.96,2015,78511,2017,27.85,wheel_shake,4.58816091954023,3034158.997556063,0.1,139.92880819492035,-4.676578284536562,174,171
z-8891400p,Kia Rio,economy,petrol,4.18,2015,90732,2014,24.29,engine_overheat,3.8972413793103446,13657941.207688017,0.1,197.9482413410476,11.484693242913659,174,169
z-5687636M,Renault Kaptur,standart,petrol,3.56,2011,1388,2018,38.8,electro_bug,4.315344827586207,12939138.974841889,0.0,200.0,-9.437413959126108,174,174
K-1514397X,Kia Rio X,economy,petrol,4.8,2015,87302,2014,32.19,electro_bug,4.222413793103448,13950920.647490524,0.0,178.69795023847635,-4.892452467616524,174,173
U57863590w,Renault Sandero,standart,petrol,3.52,2015,85666,2016,41.72,gear_stick,4.639712643678161,9835427.02466423,0.1,117.41383627655368,-0.9925666531324424,174,174
M49274481G,Renault Kaptur,standart,petrol,4.6,2014,67118,2020,56.53,engine_fuel,3.6672988505747126,12178971.147394096,0.1,171.61916746407172,-5.69377565786039,174,173
a11122197a,Renault Sandero,standart,petrol,3.84,2013,44790,2020,71.4,another_bug,4.722701149425287,11241613.782969767,0.1,200.0,12.800431595156153,174,172
b15256546L,Nissan Qashqai,standart,petrol,4.0,2012,21738,2019,34.79,electro_bug,4.273850574712643,16909502.577324104,0.0,200.0,-19.696179007035365,174,173
B11239506t,Audi Q3,premium,petrol,3.88,2017,110040,2018,36.4,electro_bug,4.485402298850575,10287644.246229006,0.0,183.83605990339555,7.398392809484044,174,171
l-1337696j,Kia Sportage,standart,petrol,4.74,2011,4267,2018,59.14,another_bug,4.59867816091954,11940857.405507812,0.1,178.0,4.410258666770671,174,174
q-6650729Y,Kia Rio X,economy,petrol,5.32,2014,58219,2019,46.35,another_bug,4.702183908045977,18890160.436388716,0.83,189.0,-1.8089427931204272,174,173
B17720677C,Skoda Rapid,economy,petrol,3.48,2017,133755,2022,33.49,break_bug,5.403275862068965,13062659.496597063,0.36,112.51303946119766,-0.817193222312915,174,171
s21770212W,VW Polo VI,economy,petrol,4.16,2012,20492,2017,67.17,another_bug,4.647413793103448,12072892.22949263,0.1,192.1439464571676,1.8484501521778567,174,173
x30389932l,Kia Rio,economy,petrol,3.62,2015,87297,2014,33.13,engine_fuel,4.003793103448276,18245911.909867022,0.1,171.24633516394275,4.570241344058515,174,171
B15081492o,Kia Rio,economy,petrol,3.12,2015,96993,2016,35.81,wheel_shake,4.505862068965517,15839462.825807163,0.1,132.8426303138794,-0.5386515706158951,174,172
O51808760A,VW Tiguan,economy,petrol,3.94,2017,112886,2020,36.74,gear_stick,4.253333333333334,10722905.827131446,0.1,120.0,1.0137614035120488,174,171
l62738348Q,Skoda Rapid,economy,petrol,3.82,2017,130393,2018,54.57,engine_ignition,4.033275862068965,7679933.277879864,0.1,195.5032797994638,-19.00838857831694,174,174
v-6614004H,Audi A3,premium,petrol,5.02,2016,94482,2017,37.45,electro_bug,4.169597701149425,19547595.64257123,0.0,200.0,8.070054950949785,174,172
c21762167i,Smart ForFour,economy,petrol,3.48,2013,36104,2017,55.36,engine_check,4.714712643678161,7961566.7386162905,0.1,166.60270449123635,-0.9581760168540487,174,171
B16746018u,Renault Kaptur,standart,petrol,3.12,2015,78630,2022,71.81,another_bug,4.699885057471264,17243866.202336367,0.15,184.0,8.972414880571113,174,171
T-2093464U,Smart ForTwo,economy,petrol,5.56,2013,42927,2014,30.72,engine_fuel,4.061034482758621,14071223.586377988,0.1,175.564390569221,3.467644253898232,174,170
t11315883F,Skoda Rapid,economy,petrol,3.72,2017,117809,2014,43.48,engine_check,4.802183908045977,7423394.496613247,0.1,185.35037423798485,-24.86853184075888,174,172
I-2073229s,Tesla Model 3,premium,electro,5.1,2017,120231,2017,58.11,engine_fuel,4.083850574712644,16251737.223957857,0.1,191.4251456499337,-6.045260389405874,174,144
r-7396117p,Smart Coupe,economy,petrol,5.6,2017,121467,2016,80.68,another_bug,4.874942528735632,9764093.947076244,0.19,189.0,-6.104495200285652,174,170
t-1412384s,Hyundai Solaris,economy,petrol,5.4,2015,88544,2018,30.74,engine_fuel,4.279885057471264,15098323.617883155,0.1,151.2532628843147,3.142967565525831,174,171
E-2041030F,Renault Kaptur,standart,petrol,5.34,2012,27035,2021,29.96,engine_overheat,3.826494252873563,12032023.34937169,0.1,192.09862342864,-3.0880307780326097,174,170
q-1744366u,Kia Rio,economy,petrol,5.62,2011,2814,2016,42.73,engine_ignition,3.9322413793103452,14420244.134214517,0.1,180.33742944196,-7.142518291945395,174,174
E17823137X,Skoda Rapid,economy,petrol,2.52,2017,119034,2016,53.43,engine_check,4.557873563218391,13798694.922244104,0.1,160.0,-3.665575337182835,174,170
n34490222d,Smart ForFour,economy,petrol,3.48,2017,128022,2015,41.22,break_bug,5.306609195402299,14982097.364399103,0.34,109.86858266402,1.4442247954099818,174,174
k20675157L,Skoda Rapid,economy,petrol,3.84,2014,57543,2021,56.28,engine_ignition,3.9766091954022986,17302151.653019488,0.1,194.28309741249984,-0.8628082288515344,174,172
x-1548714k,VW Polo VI,economy,petrol,5.54,2015,77723,2020,65.34,engine_check,4.461091954022988,14789928.08309432,0.1,157.0,4.5465936101740745,174,171
A14861843I,Smart ForTwo,economy,petrol,4.28,2013,38888,2016,42.44,electro_bug,4.653908045977011,24940758.46515046,0.0,200.0,9.370697769628851,174,174
H-1457815L,Renault Kaptur,standart,petrol,3.92,2015,73627,2017,38.2,electro_bug,4.357068965517241,16533322.279289383,0.0,200.0,-2.987955498252335,174,172
R-1948335X,VW Tiguan,economy,petrol,4.56,2017,132381,2018,58.13,engine_ignition,3.8339080459770116,12018564.987871988,0.1,190.699191206676,-5.61802946255754,174,168
C20191765o,Kia Rio X,economy,petrol,3.62,2015,93392,2017,58.73,engine_ignition,4.160977011494253,16341931.482203491,0.1,190.52165351580223,-4.1481062508360145,174,174
R16773550u,Renault Sandero,standart,petrol,4.4,2015,89492,2021,37.44,engine_fuel,4.300804597701149,15708349.50293544,0.1,164.9580151985662,-5.41801655077103,174,171
f18945419X,Kia Rio X,economy,petrol,4.22,2013,40718,2018,48.73,engine_check,4.71735632183908,9576432.634503424,0.1,160.0,10.81107090881773,174,171
z-3485115T,Skoda Rapid,economy,petrol,4.16,2016,110318,2019,29.0,break_bug,5.419827586206896,14159517.992652832,0.1,103.7654839736524,-1.5867359093799176,174,172
C-4073157k,Smart ForTwo,economy,petrol,5.22,2017,112123,2021,26.02,engine_overheat,4.082068965517241,13131128.764713742,0.1,189.10811147067693,-3.039110982377762,174,174
u21310295q,Kia Sportage,standart,petrol,3.38,2015,87026,2020,44.51,engine_check,4.543620689655173,11512987.159966022,0.1,148.73827289162776,-1.5873035124459847,174,172
N-9781014K,VW Polo VI,economy,petrol,5.4,2012,25538,2020,63.39,another_bug,4.411724137931034,9107927.58350041,0.49,200.0,0.9697726726661702,174,173
t22511448x,Smart ForTwo,economy,petrol,3.62,2014,67354,2021,31.42,gear_stick,4.525574712643678,12450875.299259363,0.1,100.9948025376596,-1.7604100155190183,174,172
T-4883335x,Kia Rio X-line,economy,petrol,5.04,2015,87312,2022,27.89,wheel_shake,4.457988505747127,16225302.053102534,0.1,133.3321951547292,-6.312684037213213,174,172
q12245711E,Nissan Qashqai,standart,petrol,3.36,2012,24989,2021,54.06,engine_check,4.619080459770115,5187867.283179343,0.1,161.0997471912929,-20.689066026218388,174,170
B-6461335O,Hyundai Solaris,economy,petrol,5.14,2012,22330,2016,30.05,engine_fuel,4.204942528735632,14638984.70935441,0.1,173.79598238709053,-5.82235441679787,174,170
q15170801B,Kia Sportage,standart,petrol,3.98,2014,56916,2022,41.48,gear_stick,4.439137931034483,8601749.482564487,0.1,112.58545404837054,-4.897864127570647,174,171
W18060288Q,Kia Rio,economy,petrol,1.94,2013,40195,2018,41.47,gear_stick,4.679827586206897,6986742.96090752,0.1,127.0640262308025,12.03913487549146,174,172
b21711455K,Nissan Qashqai,standart,petrol,4.1,2015,77579,2019,25.89,gear_stick,4.4991954022988505,15860389.939279577,0.1,106.81863261934254,-0.17430712190648945,174,171
j20079629P,Smart Coupe,economy,petrol,3.12,2016,101075,2017,26.71,gear_stick,4.26764367816092,9698815.509786695,0.1,117.76445503883656,5.00327501849889,174,171
C11747534v,VW Polo VI,economy,petrol,3.82,2015,81630,2020,51.44,engine_ignition,4.1048850574712645,19513731.407760303,0.1,170.58183931539165,12.606314679368518,174,174
M58894937r,Renault Kaptur,standart,petrol,3.22,2011,3304,2014,34.58,engine_fuel,4.321666666666667,14865858.395381073,0.1,185.3314579596784,-5.096851446640629,174,171
A11922887f,Smart Coupe,economy,petrol,3.94,2015,73470,2020,31.4,electro_bug,4.012586206896552,19916658.654852696,0.0,200.0,6.80061903337613,174,174
n12377024x,Smart ForFour,economy,petrol,4.02,2017,129629,2020,45.05,electro_bug,4.12183908045977,15326959.281908931,0.0,179.57601135973212,10.35505435201565,174,169
L-1227525r,VW Tiguan,economy,petrol,3.94,2017,119174,2020,79.43,engine_ignition,3.9513218390804594,12491464.872031542,0.1,184.72850668466407,2.9467886143424473,174,174
i-1095441d,Renault Sandero,standart,petrol,5.24,2014,65030,2016,39.48,engine_fuel,3.934885057471264,6661393.474647119,0.1,167.75301963093466,10.719821563450083,174,169
c12597990Y,Smart ForTwo,economy,petrol,3.52,2014,58435,2016,46.55,engine_check,4.690459770114942,9016201.239053773,0.1,153.3012400111095,8.820582615427874,174,168
Q86719011p,Smart Coupe,economy,petrol,3.24,2017,129754,2018,41.18,wheel_shake,4.551379310344828,13536056.845605217,0.23,134.65082866366842,-1.011942911196384,174,171
S-7961176I,VW Polo,economy,petrol,4.98,2012,20532,2018,26.15,engine_overheat,4.106379310344828,11329990.997968463,0.1,184.3636526334513,-8.067540597979068,174,172
i-2288384f,Mini Cooper,business,petrol,4.98,2011,3455,2016,132.22,another_bug,4.796609195402299,19714005.280573986,0.1,184.2033992791669,-1.9898985671490899,174,172
U16614632F,Kia Rio,economy,petrol,3.7,2014,61991,2014,35.84,engine_overheat,4.007816091954023,20373112.27203228,0.1,197.98156520699283,-6.558714347150196,174,173
U-7130411Q,MINI CooperSE,business,electro,5.14,2015,81530,2020,47.5,break_bug,5.438505747126436,15143194.151448393,0.57,123.18860425692117,-2.7164766236381195,174,173
q22813846g,Kia Rio,economy,petrol,3.82,2014,64232,2015,24.03,wheel_shake,4.617471264367817,12165353.531746797,0.1,131.01920044475034,-8.22545651809406,174,172
i-7530121C,Smart ForFour,economy,petrol,5.48,2016,104945,2016,38.18,electro_bug,4.195229885057471,14728947.217327625,0.0,191.6093606774345,-3.9844736325779593,174,173
g-1991724F,Smart ForTwo,economy,petrol,4.18,2016,94240,2016,32.81,break_bug,5.422011494252874,10126696.110855207,0.7,122.75015985501189,7.364281198267674,174,173
P12661886a,Kia Rio,economy,petrol,2.6,2015,84686,2019,27.13,electro_bug,4.074655172413793,11916048.783332316,0.0,200.0,-6.1885821017033695,174,171
j-2223695S,Mini Cooper,business,petrol,4.76,2015,79315,2019,34.41,engine_fuel,3.8814367816091955,10039791.281052422,0.1,173.91675930173494,-2.2794154751675544,174,169
B-2081255O,Smart Coupe,economy,petrol,3.96,2017,138101,2017,43.58,gear_stick,4.541149425287356,29129075.862134423,0.1,113.75662914179296,-8.162807936045038,174,172
H97221372X,VW Tiguan,economy,petrol,2.54,2016,96375,2018,58.21,another_bug,4.686034482758621,18877793.85172927,0.1,184.0,-19.248173006930983,174,169
O-2020503H,VW Polo VI,economy,petrol,2.96,2014,58172,2019,33.12,electro_bug,4.044540229885057,6131770.616415263,0.0,192.0,-2.7069647319419667,174,173
G15670643N,Nissan Qashqai,standart,petrol,3.02,2015,81340,2018,38.42,engine_overheat,3.96,12938114.571271162,0.1,188.4173196113646,-16.34455813904087,174,171
M-1335244r,Smart ForTwo,economy,petrol,5.02,2014,55556,2019,31.22,gear_stick,4.601609195402299,17291879.991439585,0.63,111.65740562735644,4.5558458274788585,174,173
c53045565g,Volkswagen ID.4 ,premium,electro,4.8,2013,36907,2018,96.44,engine_ignition,4.129827586206897,9845854.266832042,0.1,185.91128001715305,9.38101871060771,174,157
Q19862548Q,Renault Sandero,standart,petrol,3.64,2014,67119,2017,26.89,break_bug,5.408160919540229,15587209.823188126,0.13,107.64436184784348,-0.38500318359465435,174,172
x24297410X,Hyundai Solaris,economy,petrol,4.54,2014,68959,2018,36.3,engine_fuel,3.9167241379310345,13271539.398576425,0.1,167.6365142035967,-5.884884282972186,174,170
n-2248103n,Renault Sandero,standart,petrol,5.96,2015,83621,2015,37.98,engine_overheat,3.999712643678161,14363037.61941597,0.1,196.1186333118172,4.628466724665612,174,174
J-1564265f,Skoda Rapid,economy,petrol,5.46,2014,66667,2019,72.78,another_bug,4.777586206896552,11187313.297062112,0.1,171.0,3.162379544783117,174,170
z-8396890u,Renault Kaptur,standart,petrol,4.6,2011,1112,2021,35.53,gear_stick,4.412471264367816,13770936.765911313,0.1,115.51303148209732,23.37675483635669,174,173
S-1235434W,Kia Rio X-line,economy,petrol,5.24,2011,3810,2015,92.68,another_bug,4.6305747126436785,17104202.19984332,0.18,200.0,-0.1654099660240137,174,173
W-7286692g,Renault Kaptur,standart,petrol,5.68,2014,53318,2019,48.21,engine_overheat,4.10132183908046,10085177.645464772,0.1,199.6325701245877,12.43579787092954,174,173
l-1076081s,Skoda Rapid,economy,petrol,6.12,2015,84412,2018,28.82,electro_bug,4.404885057471264,12595692.099914582,0.0,200.0,22.678176236384964,174,173
s13888728i,Smart ForFour,economy,petrol,3.54,2015,85471,2016,43.89,wheel_shake,4.829597701149425,10028551.845270634,0.18,170.14233159736176,0.2518793382740525,174,173
f-1599161k,Smart ForFour,economy,petrol,5.4,2017,117841,2016,31.87,engine_fuel,4.28683908045977,8083000.752488932,0.1,176.56882454330966,-4.103781830194389,174,172
k13011549U,Renault Sandero,standart,petrol,4.5,2013,45290,2014,34.28,break_bug,5.234137931034483,12177709.596550792,0.13,110.49570189126256,-1.6643093134814106,174,173
v13208941X,Kia Rio,economy,petrol,3.74,2015,78854,2020,52.41,engine_check,4.532068965517242,14732902.143355971,0.1,159.0,6.385699072086098,174,173
b-1380770L,Smart ForTwo,economy,petrol,4.96,2013,47356,2020,34.0,engine_fuel,4.210344827586207,7769892.005802392,0.1,201.348446594179,-17.37061521565885,174,169
X22359217a,Kia Rio X,economy,petrol,3.12,2011,7399,2019,37.07,gear_stick,4.445574712643678,15177572.298296174,0.1,122.47594198247548,-7.117757793509893,174,171
C50359433E,VW Polo VI,economy,petrol,3.6,2013,37727,2018,26.18,gear_stick,4.593505747126437,12784666.631669244,0.1,92.77382321438404,-3.3927111252612114,174,174
v22254568R,Smart ForFour,economy,petrol,3.1,2015,91880,2019,69.24,another_bug,4.4832758620689654,14802013.512177762,0.24,200.0,1.2151426774929137,174,173
l13884760f,Kia Rio X,economy,petrol,2.98,2015,95645,2016,37.96,wheel_shake,4.374597701149425,12584887.815661574,0.1,140.4734336074748,1.160526525097133,174,170
W17936165j,Skoda Rapid,economy,petrol,3.74,2016,109428,2020,25.77,gear_stick,4.332183908045977,15719523.727918345,0.43,96.3622257423051,0.004924141949939701,174,170
S-3511294t,Kia Rio X,economy,petrol,4.06,2015,87280,2015,28.72,gear_stick,4.331896551724138,14445714.164855734,0.1,108.35003124414597,1.9434457587270155,174,172
j58227834T,Smart ForTwo,economy,petrol,4.7,2014,69886,2014,40.34,gear_stick,4.5520689655172415,13192641.149991998,0.1,100.68700175661698,8.48810959443001,174,174
z40790936m,VW Polo,economy,petrol,2.88,2014,55052,2019,23.77,gear_stick,4.395402298850574,11173922.091543945,0.1,104.8816368792192,3.356597857519856,174,172
k14397227n,Hyundai Solaris,economy,petrol,1.6,2012,28604,2020,32.22,wheel_shake,4.6882758620689655,15258614.497220151,0.1,115.0,-8.01449913357487,174,171
