car_id,target_class
E11260129N,wheel_shake
p61105476m,another_bug
P19449608m,another_bug
H30028163n,break_bug
e-2100881I,engine_check
u-1247729H,engine_overheat
H-9008199m,break_bug
E-1601387S,electro_bug
d-1297818M,engine_fuel
U10196977w,engine_overheat
S-5146740r,engine_overheat
h-1306561Z,engine_check
k-5381127D,another_bug
c19164814K,engine_check
L20677480F,another_bug
Z-8634128D,wheel_shake
H-2195623g,break_bug
l-1727800n,gear_stick
w17690054C,gear_stick
K57498526Z,engine_ignition
m12940409x,gear_stick
H47559741d,engine_ignition
b-1781021e,engine_overheat
g69617784k,engine_fuel
w16240047R,break_bug
h-1791671w,electro_bug
d17810004e,engine_check
u10387892L,break_bug
F-1146472F,engine_fuel
A-1685037o,engine_fuel
p-7985900F,another_bug
A12677539a,engine_check
d-9343733m,break_bug
p-1318279Y,engine_overheat
O-1464430H,electro_bug
G-1307544k,engine_overheat
d11365028k,wheel_shake
X10959714t,engine_fuel
q-1608590a,gear_stick
n-1623433s,break_bug
w19299776U,engine_fuel
X92542067O,break_bug
c-2141476U,engine_overheat
V15006679q,gear_stick
J19944134O,break_bug
n14558536i,another_bug
B-1742567n,engine_check
a29484185D,electro_bug
U53958225T,another_bug
D-7505453Y,break_bug
N-1869235t,wheel_shake
r20801969d,engine_check
Z-7887707C,engine_ignition
L-1025778S,engine_overheat
O-3888138r,engine_overheat
v-2086510N,engine_overheat
P46212517q,wheel_shake
C-3355823T,engine_check
s-2348164i,engine_check
D-9876139m,engine_overheat
n22454433j,wheel_shake
N-2123154F,engine_check
Q14802263P,engine_check
d51929035l,engine_check
c13969666t,break_bug
e15577510h,break_bug
o20067347Y,break_bug
V70882348D,engine_overheat
M-1550999l,engine_check
m-9118742h,electro_bug
l-1093239y,engine_ignition
u52620065r,engine_check
D11927721X,wheel_shake
q50725384M,another_bug
l-2101812r,wheel_shake
z10460215v,another_bug
H20210411t,gear_stick
k-1553925j,engine_fuel
B28792715M,engine_check
T15855972S,another_bug
p81655957z,another_bug
d-2065915F,another_bug
Z10854115J,engine_check
J-5507967X,engine_overheat
d11870153q,wheel_shake
q12833181U,another_bug
z-7202742I,wheel_shake
M-1183039y,gear_stick
Y-4013519J,engine_overheat
Y61817778d,engine_fuel
W13629629m,gear_stick
A68628872f,electro_bug
b-1306701n,gear_stick
f-1289012y,engine_overheat
r-5993474d,gear_stick
y59113856C,break_bug
u-8020516c,engine_overheat
s12028635m,another_bug
G-2348821R,engine_check
f-3702455X,gear_stick
P-1883197B,gear_stick
I22440337b,another_bug
v10863170k,engine_check
C46495848v,gear_stick
S51862418Z,another_bug
Z-1919446h,another_bug
i-1704589X,break_bug
z96586459k,another_bug
N-1987442q,wheel_shake
s22191275d,break_bug
d60594973w,engine_ignition
q-1063718E,engine_overheat
A60379401c,gear_stick
m-1537869D,wheel_shake
S-8847076x,engine_overheat
P36016044b,engine_check
E18596175G,electro_bug
X-8739887n,engine_fuel
m-9987492f,engine_check
I-1161327G,electro_bug
Q11540764k,gear_stick
j-1953740b,wheel_shake
E-6570771S,break_bug
B-1779073Q,engine_overheat
I15882731o,wheel_shake
R86360617S,electro_bug
b48732452S,another_bug
K-1868948B,electro_bug
V12440632n,wheel_shake
Z22805586L,engine_overheat
c-1450159d,gear_stick
F16943799N,break_bug
d71502477Z,another_bug
R-1139811i,engine_ignition
G-5334935K,electro_bug
I12476979c,engine_overheat
C17915761Y,engine_ignition
H-1178766O,engine_ignition
c-1441676f,break_bug
f13166101u,engine_fuel
I16841016h,engine_ignition
U-1077267T,wheel_shake
I14037000L,electro_bug
K77413224C,engine_check
F19759755s,engine_overheat
W-1482006Z,engine_ignition
J-8062324q,engine_ignition
B-3410652R,engine_fuel
p-2185471q,electro_bug
w-1340073O,engine_check
J86155688b,another_bug
u-3380027f,engine_overheat
W17689652L,another_bug
m14495400B,gear_stick
v10838666V,electro_bug
q-2178074r,engine_check
w-1650130C,electro_bug
h-1468960s,engine_check
a12414847L,engine_overheat
x-2172378r,engine_check
S-2881986L,engine_overheat
P84532245x,gear_stick
G-3827758v,engine_overheat
q-1507500f,engine_fuel
u92848218h,wheel_shake
T-1045398l,gear_stick
t93483106f,break_bug
P-8878725c,wheel_shake
q-1110238R,engine_fuel
L-1008139l,engine_overheat
U-3421863c,engine_fuel
D80715931S,engine_overheat
I-5287840z,another_bug
o88345223o,break_bug
x11789518k,engine_check
X-4982283g,engine_check
x22625386b,engine_fuel
m20059199I,engine_overheat
g-1321555l,another_bug
k-1224817B,engine_fuel
A21912248o,engine_fuel
Z-1695543G,engine_ignition
k-1457149F,engine_overheat
L-1994070b,engine_overheat
Y-9861324X,another_bug
v-9373200W,engine_overheat
d-8438464b,break_bug
E-1187466g,gear_stick
D20835585D,electro_bug
y88147043Q,engine_check
w-1149045h,break_bug
w-1400458s,engine_check
b-1808325g,engine_ignition
L-2225378U,engine_check
Q-1617879x,engine_overheat
l12547883C,gear_stick
s12225533X,engine_fuel
w20450386b,engine_overheat
L-4323126q,engine_check
j33753081h,break_bug
k21171246w,gear_stick
a88552102m,engine_check
A88504410B,engine_check
M63593296Y,engine_check
a83711958o,electro_bug
I-6373354n,gear_stick
t-2150368G,engine_overheat
U32168571f,engine_fuel
Y-1212866H,engine_ignition
l34195185B,break_bug
E22669027t,engine_fuel
y17382405W,engine_check
s-7946671G,engine_ignition
L12649483P,engine_check
F-1765024P,engine_check
s14935289x,gear_stick
e22065734r,engine_overheat
q14259713T,another_bug
Q-2064956U,engine_check
z-2072270c,engine_ignition
J-7365319o,engine_check
u33605793C,another_bug
M-1943823o,gear_stick
H-2027180a,engine_overheat
w-6809933k,engine_check
V-2305654z,gear_stick
N49174717T,electro_bug
C83133666a,engine_ignition
y-1992010c,another_bug
I92240674S,engine_fuel
K22744977S,engine_overheat
l19335541v,break_bug
F-9227715i,engine_overheat
b16503420a,another_bug
v84573539V,engine_overheat
R-9911907c,break_bug
B16647340L,engine_fuel
q22782800r,wheel_shake
c43380323t,engine_check
b43216533p,another_bug
f-8629356d,another_bug
K43064429W,gear_stick
i-2205007N,another_bug
f71353756t,gear_stick
g16323425R,another_bug
K38567453U,engine_fuel
H-2272925O,another_bug
a10758139R,another_bug
s60028413Z,engine_ignition
Z17010114c,another_bug
q19730200B,electro_bug
V-1687462f,gear_stick
q-1136311u,engine_fuel
Q19104895y,engine_fuel
c-4218281W,another_bug
m21397826M,electro_bug
d-3094095j,another_bug
i-3912946s,another_bug
e14219161F,break_bug
Z17531625l,engine_overheat
G99382945X,engine_fuel
B10938328K,engine_overheat
j16440752X,electro_bug
B-7836698E,break_bug
j-1325837g,engine_fuel
t97649767m,engine_check
Q11107340o,engine_overheat
Y13429625G,engine_overheat
f16243602V,engine_ignition
H-9842525x,engine_fuel
W-2084026P,wheel_shake
l-8343790h,engine_ignition
p-3603637k,engine_fuel
q-1010333c,break_bug
D-1444214l,gear_stick
y77483892v,engine_fuel
m-6096249A,engine_check
K20647243E,engine_check
l56840654k,wheel_shake
c37578468d,engine_check
F-1541679D,gear_stick
M-1758994W,gear_stick
D-2162206v,gear_stick
r85976056X,another_bug
R50880701A,engine_fuel
f-1990174W,another_bug
P-6446176U,another_bug
o-1147532B,engine_check
X10418984q,engine_fuel
f-2198918d,engine_check
A-4538079m,engine_check
Q74209403K,engine_overheat
C22801516n,electro_bug
Y20725165N,engine_overheat
i17414994r,electro_bug
C-7682357N,electro_bug
H81278299s,electro_bug
A13133619i,wheel_shake
a-1038532F,engine_fuel
Z15630506f,another_bug
m15529207T,engine_check
f-9478926P,engine_fuel
B-7538666a,wheel_shake
W-1824201L,engine_check
K-7561049S,engine_ignition
U-6370581q,engine_fuel
U21357241Q,engine_overheat
m17238174V,gear_stick
N11264845a,engine_overheat
I19111984X,engine_check
s-8404175T,engine_ignition
f15751251l,gear_stick
c-1333082V,engine_ignition
c-8312768O,electro_bug
q-9666642j,engine_fuel
h22143155t,engine_fuel
T63544999T,gear_stick
B-1014343c,electro_bug
b-3892356B,another_bug
C12753423d,electro_bug
X-2145994R,engine_overheat
i57656268d,gear_stick
w-4302417Z,electro_bug
O15245300h,engine_overheat
E-1087710l,engine_ignition
s-3156021r,gear_stick
Y14702530b,wheel_shake
m63863077W,engine_check
D-1368831T,engine_fuel
u19070280z,engine_check
C18825267T,engine_fuel
R68393260o,engine_overheat
V-1914841n,engine_overheat
r15411173L,engine_check
v-7335662p,engine_overheat
t-3141199G,engine_check
U-4573055C,break_bug
R61130133E,gear_stick
P-2207351R,engine_check
x-1323473j,another_bug
R-2041919i,engine_fuel
I-1076572F,engine_fuel
Y25711088v,electro_bug
J-1451370X,engine_overheat
z17566636u,electro_bug
M-6075066J,break_bug
p79382240t,another_bug
W17715701O,wheel_shake
F14693961T,engine_fuel
S-1445792n,engine_overheat
J-6194042F,engine_fuel
E-1695887r,break_bug
y17174649n,engine_fuel
c15895893k,engine_overheat
d20701685y,engine_fuel
h20479788m,gear_stick
T-2307492Y,another_bug
r13780532k,engine_ignition
V13631948u,another_bug
L-1657531W,engine_overheat
K13179432U,gear_stick
y-5962726Q,engine_overheat
s17987725N,engine_overheat
I15820206Y,wheel_shake
T59776447T,break_bug
x12638591x,another_bug
L13637259X,another_bug
N11934116O,engine_overheat
y25363088v,electro_bug
C12898646D,engine_fuel
h-9670277k,electro_bug
H53991237H,electro_bug
l-6603413d,wheel_shake
h88940894y,engine_fuel
m-6622998d,electro_bug
Q38378798R,electro_bug
Z15077547I,another_bug
g-4685025A,another_bug
N-4034296q,break_bug
Y19594451x,gear_stick
N-8610260E,electro_bug
I19698046e,electro_bug
C12756350X,engine_overheat
J20652348i,electro_bug
l13874233M,break_bug
K12554081r,engine_check
V-4019160K,gear_stick
R48693721d,wheel_shake
n-1676003p,engine_fuel
j-1847489G,gear_stick
d-1035730m,engine_check
A20523662B,engine_check
t93326399g,another_bug
g96404664L,engine_fuel
x-1238367h,engine_overheat
u13468455v,gear_stick
x97096369H,engine_check
a-1951473F,break_bug
C19390315p,engine_overheat
u-9314451t,gear_stick
r12728928j,engine_overheat
b-7699023s,electro_bug
h35908645P,engine_fuel
I-2277714Y,wheel_shake
h-5225935C,engine_overheat
O-1119661a,engine_overheat
i71461439r,engine_fuel
r40197494N,engine_check
u21311341W,break_bug
r-1747802Y,engine_check
b-8043423A,break_bug
y20074895s,gear_stick
E-9896043c,engine_overheat
E14732289P,engine_check
S19700765q,break_bug
R16945420W,electro_bug
F-7224631t,another_bug
B14385339j,another_bug
V73783619o,engine_overheat
k16350822r,electro_bug
x-1608657E,engine_overheat
M11884433z,engine_ignition
n66334020o,engine_overheat
j20167167H,engine_check
E-1885482e,engine_check
i-1801797j,engine_overheat
U18212146p,engine_overheat
c-8275406B,another_bug
D11583941D,engine_fuel
t-1004686t,engine_ignition
u80035261l,engine_check
N16820938I,engine_fuel
N82355902d,electro_bug
V42973440X,engine_overheat
u12950371y,engine_check
W-2190664R,engine_fuel
C27005604C,gear_stick
M27525581S,another_bug
L-4572727P,break_bug
D-6997369D,engine_ignition
t14723269B,another_bug
o21824393O,gear_stick
G12052150e,engine_fuel
g19540383M,engine_fuel
n-2891162E,engine_overheat
y20906527i,electro_bug
k-1252575j,break_bug
f14852360T,wheel_shake
b88151018v,electro_bug
x20295353U,engine_overheat
N-1247317I,engine_check
T-1819805r,engine_fuel
i47848099E,engine_overheat
c48490818S,another_bug
d14075533H,engine_fuel
g51887035V,engine_check
F-2187232k,engine_fuel
M-1180316x,break_bug
A18084049L,engine_fuel
A12634147f,engine_overheat
J-7489304L,engine_check
R-1966964c,break_bug
q-2120110P,engine_check
s21454224x,engine_overheat
U18899000A,another_bug
A-7045241C,engine_fuel
V-1467886h,another_bug
Q16295489g,electro_bug
P-7572030Q,gear_stick
A14947123r,another_bug
F-8104950d,electro_bug
N16432036x,engine_fuel
z22974305j,engine_overheat
z-5335793q,engine_fuel
v11353136a,engine_ignition
U-8316679F,engine_ignition
l20924854G,gear_stick
s76075239K,electro_bug
W-9258132q,engine_ignition
S-2714514N,electro_bug
O-3223532A,engine_overheat
c10312253r,gear_stick
F46229050o,gear_stick
N-2047717q,engine_check
K21261348W,engine_check
L-9852514t,engine_check
X19388457E,engine_fuel
f-8111071y,break_bug
Z33677936N,electro_bug
p-8643562T,engine_overheat
c50288585r,engine_ignition
u-8046795Y,engine_check
W49677486g,another_bug
n-3206129O,break_bug
u13787532i,engine_check
A-2910421k,another_bug
e-5714453m,engine_overheat
g12622585Y,break_bug
c90097323W,another_bug
z10904042m,wheel_shake
d12115643S,electro_bug
Y-1453450v,electro_bug
g17523173R,engine_overheat
E-1357909A,another_bug
d-1053887u,engine_fuel
K-1761100w,another_bug
e-1057735X,engine_check
W-1166665x,engine_check
c-8935968J,electro_bug
A82537484Y,engine_overheat
t50558392T,gear_stick
a-9045954r,break_bug
s-1672322C,electro_bug
n25253535E,engine_overheat
I41333284R,engine_fuel
U-1871842y,engine_check
l-1268341P,engine_fuel
B-9461457X,engine_check
c-2186740v,gear_stick
B84297276W,another_bug
s19469963b,engine_overheat
r17726474S,engine_overheat
b49637665P,engine_check
C54264804e,engine_overheat
P-2260040s,engine_check
O-1023170l,engine_overheat
C-1756372B,engine_check
u-4511086A,engine_fuel
f-2002950g,engine_fuel
O-2251459M,engine_check
b11308176C,engine_overheat
N55801514h,engine_overheat
D21044561K,engine_check
I12068478z,wheel_shake
u-2286443D,wheel_shake
C13307202S,another_bug
U-2168810W,engine_fuel
g19710330Z,break_bug
z17101490j,engine_overheat
C-3315216a,break_bug
v-1558403h,electro_bug
S16839233K,break_bug
X64280496g,gear_stick
J-4723298K,engine_ignition
A-6886670y,electro_bug
p-3089599K,engine_check
O17158733J,gear_stick
U64974092g,engine_check
H76495678O,engine_fuel
n-5845621V,engine_overheat
j-2248857F,gear_stick
N88530548O,engine_fuel
b-1162432N,another_bug
i11808136B,engine_overheat
f-6574900d,wheel_shake
d-1711215d,engine_fuel
x81725323B,engine_overheat
a-2019037V,engine_fuel
D-1182072u,electro_bug
v-1933500B,another_bug
w32749800c,engine_fuel
r33066975p,wheel_shake
a15999261w,another_bug
f-4146675F,engine_fuel
S-1361001t,electro_bug
I22695125h,another_bug
i61330923K,engine_overheat
x63445697C,engine_check
U20483455L,electro_bug
c-1645931V,engine_overheat
P-1900077s,engine_overheat
B43576568k,engine_check
A31597572w,break_bug
j46710215F,engine_check
v-2607177p,another_bug
l19044167y,wheel_shake
N-1408548p,engine_check
X-8424456A,engine_check
j15521867d,gear_stick
F-4386204z,another_bug
Q16273278a,break_bug
e-9920457S,break_bug
J-2228052H,break_bug
O-1900291n,engine_overheat
J-2271698z,engine_fuel
D12567123b,break_bug
i-3526731o,electro_bug
c19812510D,engine_overheat
h60420180I,engine_overheat
R22507872r,another_bug
B10117278m,gear_stick
n-3695964I,engine_fuel
d22959377W,gear_stick
G22857198W,engine_check
t12862550R,engine_overheat
f-1313024M,engine_ignition
c-1309603W,engine_overheat
t-1714288V,engine_fuel
w21611278j,break_bug
a30238641t,engine_overheat
J14274215o,another_bug
g-8315064e,engine_fuel
S19161282u,engine_fuel
q-3652939k,wheel_shake
f21869010W,another_bug
O99267691o,engine_fuel
i-4682325z,gear_stick
s-1801527Q,wheel_shake
f-1012201G,engine_ignition
l10303703L,engine_fuel
E16616682t,gear_stick
E-8496379l,break_bug
l13064932H,gear_stick
A-3330229X,break_bug
l22658238H,another_bug
Q-1318461y,electro_bug
e-1509925G,gear_stick
m-1180127O,engine_fuel
W-1845226P,another_bug
j48730967J,wheel_shake
I-1899814S,electro_bug
f26163689i,another_bug
K-1592439I,break_bug
f-1296013R,another_bug
x17775800h,engine_check
n16674090m,another_bug
a18281567Q,engine_check
g43782420x,break_bug
X-1132319h,break_bug
Q49713395m,break_bug
j67859481S,engine_overheat
T33565127y,engine_fuel
P71808656h,gear_stick
q-1211136t,engine_overheat
T-6190503K,gear_stick
W-1180391B,gear_stick
l-5044253K,electro_bug
x94191656P,engine_check
F-1813249r,gear_stick
b85837115o,gear_stick
j19827066D,another_bug
X12526908k,another_bug
B13217035v,engine_overheat
H-4806682s,engine_check
R58685992d,engine_check
V36111854l,another_bug
I75959867K,another_bug
q11874185M,wheel_shake
l21899595L,engine_fuel
b34762732b,engine_overheat
G-1620353B,another_bug
g17234839f,engine_overheat
K-1989970h,electro_bug
A-5841856p,electro_bug
q38756340O,engine_fuel
u-7923814E,engine_ignition
p36403563J,engine_check
M-4506627y,electro_bug
Q17206148B,another_bug
T10147503F,engine_overheat
c64160493w,engine_check
P-9247649C,gear_stick
i-1792521P,electro_bug
m18622639b,wheel_shake
W-1013261o,electro_bug
z21392913B,engine_fuel
S-1901033u,wheel_shake
d-1144359j,another_bug
s10480500N,wheel_shake
W84591292c,engine_overheat
a-5636004X,break_bug
D-1815797g,engine_check
z13834114d,engine_overheat
Y-4651657C,engine_ignition
B99812683U,gear_stick
L-1951706L,engine_ignition
S-3750149q,break_bug
V14435257f,another_bug
P-2032059x,engine_check
b95352453P,electro_bug
x-2244509r,engine_overheat
d-1325096X,engine_overheat
u11881329Q,wheel_shake
B-1342364U,electro_bug
R18745713m,engine_check
B-4639982Q,wheel_shake
D10482583t,engine_fuel
T48213114G,another_bug
D17679522E,another_bug
t-1739940p,engine_overheat
J-1499062M,engine_ignition
G20230547x,engine_fuel
r-2053724o,engine_overheat
T-1003767L,gear_stick
t10762089y,engine_check
y54716579G,engine_overheat
S-1357975t,break_bug
j-6126111B,break_bug
h-1279624m,engine_overheat
A-8722732Y,break_bug
j-1675469N,engine_overheat
k-8455129n,engine_overheat
w-1885530g,engine_overheat
R-2604531w,gear_stick
Y-2223970K,another_bug
S12180556n,break_bug
M10018610V,engine_check
n12112871d,engine_ignition
R14898028Q,gear_stick
Q14257920p,gear_stick
q-6855803g,electro_bug
o-2258846M,engine_overheat
B-4108326C,engine_ignition
F19574703m,wheel_shake
P-5943827p,another_bug
T-2008584f,wheel_shake
e11980907z,engine_ignition
P-6314664B,another_bug
F-1846204X,gear_stick
V92944450D,engine_check
j19399094D,engine_overheat
x22923359G,gear_stick
Y-1323987e,engine_fuel
K-1269595L,engine_check
n20639465A,another_bug
a21656080v,break_bug
U-1992717t,engine_fuel
R30128601K,engine_fuel
u16314704r,engine_fuel
s-2436543G,engine_overheat
c16550272Z,another_bug
P-1346097W,engine_check
g16024987m,engine_check
U-1752971J,another_bug
r-1905989S,another_bug
z77468044J,engine_overheat
A-1270146E,electro_bug
V25420898f,break_bug
L-1797985u,engine_ignition
R-6331321w,engine_check
T-1709421u,electro_bug
B15568172t,engine_check
Y-8790654J,engine_fuel
T20515718O,wheel_shake
t10904137c,engine_check
B15495157d,engine_overheat
w11600818r,engine_fuel
J50742620Y,engine_overheat
X19109733F,break_bug
K77789149b,gear_stick
u-3262166Q,gear_stick
M-1815101H,break_bug
i-1031975B,wheel_shake
x-1402597i,engine_fuel
W21903363q,another_bug
R78116644f,engine_overheat
v74110085I,engine_fuel
y13613087K,break_bug
F11876873F,electro_bug
d-2098314Y,gear_stick
S-8849274i,break_bug
h-2046413f,electro_bug
w-1802080f,electro_bug
M-1496604j,another_bug
k-1257348Z,gear_stick
r-1527131R,engine_ignition
v16874119M,engine_overheat
P-3469531b,engine_ignition
M16034243A,wheel_shake
w16821630R,engine_check
u13249025K,engine_fuel
z66753488b,engine_overheat
x15961460f,engine_check
S-6486828x,engine_overheat
g-1092971o,engine_overheat
L17388179m,engine_check
A-3038491B,another_bug
c22698377T,engine_check
y62649713S,electro_bug
L-4421886M,engine_overheat
G45451931y,gear_stick
u18704139L,wheel_shake
Z-1820438v,engine_fuel
V-4266636A,engine_overheat
N19798078u,wheel_shake
Y33598548t,engine_overheat
J-3079878g,gear_stick
q21224514K,engine_overheat
U16491469E,engine_fuel
l-1777483G,engine_check
Q21069704t,break_bug
h-1384351F,engine_check
g30626267Q,electro_bug
q12243577G,electro_bug
y42918132m,engine_overheat
I11309962s,engine_overheat
p-6575392u,gear_stick
j16297646Q,engine_overheat
t17381633e,engine_fuel
z27061701s,engine_overheat
w-4656018X,wheel_shake
X13263890o,engine_fuel
p-9648241L,gear_stick
S13138944k,gear_stick
E21805541Y,break_bug
C-5124485K,engine_check
Q20152079M,engine_overheat
i14645783b,gear_stick
Q-1815410s,engine_check
W-2056430t,engine_check
